"","cover.change","site_code","Taxon","leafN.final","height.final","rootN.final","SLA.final","root.depth.final","rootDiam.final","SRL.final","RTD.final","RMF.final","mean.DSI","mean.MAP"
"144",2.999999999,"lygraold.no","CAREX NIGRA",24.40009307,0.388666667,6.648625922,20.2452221,0.56,0.2421,9.14,0.383145381911286,0.3725,-0.508863025962399,2234
"145",3,"marcdrt.ar","CAREX PHALAROIDES",18.6565917462704,0.21,5.91632742267367,16.4316379250112,0.436216361488952,0.220667290611531,64.4380670354085,0.27368807014207,0.380426975034118,-0.190160577648453,927.9
"146",0.666666667,"lygraint.no","CAREX PILULIFERA",27.98325592,0.225625,6.08968773666957,18.64867865,0.414793982796674,0.212947763320262,71.0402500261078,0.255576842628551,0.370739355303435,-0.511951656222023,2234
"147",-1.66666667,"falls.au","CELMISIA COSTINIANA",6.1918,0.515,9.51414913224632,9.655536667,0.557317083578795,0.417307928281417,68.3018753974662,0.199756889078001,0.417539711333442,-0.776661031276416,2366
"148",0.275,"kiskun.hu","CENTAUREA ARENARIA",22.1892521834044,0.75,11.0760184830724,14.153,0.442709917663531,0.325883641098415,114.485434049659,0.145544515115587,0.468487381790969,-0.429093959731544,596
"149",1.666666667,"allmendo.ch","CENTAUREA JACEA",25.06160617,0.8275,11.34202,23.24878232,0.155,0.328737037,116.6184597,0.133545753,0.480420665,-0.425284221525601,957
"150",-0.416666666,"allmendb.ch","CENTAUREA JACEA",25.06160617,0.8275,11.34202,23.24878232,0.155,0.328737037,116.6184597,0.133545753,0.480420665,-0.416706374085684,957
"151",-0.5,"credom.au","CENTAUREA MELITENSIS",19.1,1,11.2220572988917,9.4,0.453833203814438,0.307927495523833,145.3592041,0.151364535216362,0.472613171704781,-0.474289946841294,259.6
"152",-0.958333333,"allmendo.ch","CENTAUREA SCABIOSA",22.3,0.9625,11.4507365980878,17.62416667,3.114125,0.356092531096959,96.392505404151,0.140902938634633,0.539614099430381,-0.425284221525601,957
"153",1.5,"allmendb.ch","CENTAUREA SCABIOSA",22.3,0.9625,11.4504238056007,17.62416667,3.114125,0.356041749624646,95.7367076773357,0.140989868662763,0.544009048251367,-0.416706374085684,957
"154",-2.5,"marcdrt.ar","CENTAURIUM PULCHELLUM",16.0749982364929,0.106666667,5.68423679329298,44.47,0.13,0.423278070465798,382.92216495275,0.51585645669567,0.333218218882031,-0.190160577648453,927.9
"155",-5.166666667,"quilpie.au","CENTIPEDA CUNNINGHAMII",19.0066621353255,0.2,9.98855058138605,18.1,0.46190330890844,0.406675358757705,92.147077829325,0.160478482288809,0.403079531103203,-0.866920903954802,354
"156",-19.5,"credom.au","CEPHALIPTERUM DRUMMONDII",20.1750499556182,0.232098289,10.3027121220431,37.28250084,0.441041131731905,0.412483822407475,114.23554481208,0.133994072648249,0.396558179082645,-0.474289946841294,259.6
"157",0.5,"credoj.au","CEPHALIPTERUM DRUMMONDII",20.1237616590145,0.232098289,10.2920108610236,37.28250084,0.441029127306125,0.411951371050334,114.61350653786,0.134600795622726,0.397166547981948,-0.474289946841294,259.6
"158",-1,"matador.ca","CERASTIUM ARVENSE",31.27074148,0.1244,12.13333333,16.77322585,0.22,0.188766667,44.40181564,0.486326636,0.1737,-0.298744419642857,358.4
"159",-0.25,"kernnu.ca","CERASTIUM ARVENSE",31.27074148,0.1244,12.13333333,16.77322585,0.22,0.188766667,44.40181564,0.486326636,0.1737,-0.252982753746112,353.7
"160",0.25,"kernb.ca","CERASTIUM ARVENSE",31.27074148,0.1244,12.13333333,16.77322585,0.22,0.188766667,44.40181564,0.486326636,0.1737,-0.252982753746112,353.7
"161",0,"elvadrt.ee","CERASTIUM ARVENSE",31.27074148,0.1244,12.13333333,16.77322585,0.22,0.188766667,44.40181564,0.486326636,0.1737,-0.661241176470588,680
"162",0,"paike.ar","CERASTIUM ARVENSE",31.27074148,0.1244,12.13333333,16.77322585,0.22,0.188766667,44.40181564,0.486326636,0.1737,-0.531082082425743,202
"163",-0.5,"cowidrt.ca","CERASTIUM ARVENSE",31.27074148,0.1244,12.13333333,16.77322585,0.22,0.188766667,44.40181564,0.486326636,0.1737,-0.450146972398589,1134
"164",-5,"brookdale.ca","CERASTIUM ARVENSE",31.27074148,0.1244,12.13333333,16.77322585,0.22,0.188766667,44.40181564,0.486326636,0.1737,-0.500414960354281,474.2
"165",-1,"rhijn.nl","CERASTIUM FONTANUM",24.9755,0.218333333,8.721238939,28.16975131,0.20420090503077,0.282,102.62,0.133299797,0.163756176,-0.629639361541936,796.92
"166",2,"cowidrt.ca","CERASTIUM GLOMERATUM",23.09807,0.249,14.7,23.38503171,0.11,0.203400815632127,318,0.029222234,0.250771497,-0.450146972398589,1134
"167",-1.869447707,"octc.us","CERATOCEPHALA TESTICULATA",23.0736637589848,0.1,11.2653106765957,21.0345776772128,0.310423124759549,0.386352645252797,56.4036409593182,0.262587626705165,0.502380866844047,-0.426006042296073,297.9
"168",-3.290888939,"nnss.us","CHAENACTIS FREMONTII",11,0.223402353790064,3.35,18.4049391171721,0.472467641237565,0.45093211576743,75.6392993151445,0.160981801259875,0.384612919622897,-0.474786144578313,132.8
"169",-0.333333333,"falls.au","CHAEROPHYLLUM ERIOPODUM",8.458818182,0.0872,6.3722087498483,19.252021078583,1.17760941730538,0.326982795819284,96.6197233801186,0.176784881510581,0.455041412049311,-0.776661031276416,2366
"170",-1.5,"sand.us","CHAMAECRISTA FASCICULATA",22.89,0.73152,16.6059130125802,23.78716578,0.3556,0.2980125,96.91819095,0.1612955,0.211841914,-0.0640951173044926,1202
"171",0,"cdpt_drt.us","CHENOPODIUM ALBUM",27.125,0.3325,8.8,15.34103501,1.125,0.230308403,52.97317748,0.330451196,0.205678834,-0.422012098598206,473.964
"172",-4.635276483,"jrnchi.us","CHONDROSUM ERIOPODUM",16.0753894202378,0.6096,7.32885811925329,15.8823573939333,0.398896085538982,0.298642023083879,93.1762689704947,0.229484826723434,0.402716100026539,-0.61560097323601,246.6
"173",-10.55714286,"sevmixed.us","CHONDROSUM ERIOPODUM",16.0912664693243,0.6096,7.30870914000321,15.8844519232464,0.398242460056236,0.300067907625758,93.2433992832223,0.228847831169937,0.402621740256878,-0.670049456111111,234
"174",-13.86666667,"sevblue.us","CHONDROSUM ERIOPODUM",16.083763034371,0.6096,7.29214829356831,15.8611354321615,0.398369168767519,0.299107777419006,92.8292196375858,0.22937902009037,0.402119465471477,-0.693866666666667,255
"175",-13.39999999,"sevblack.us","CHONDROSUM ERIOPODUM",16.077736722623,0.6096,7.29751994811182,15.8649137200716,0.398879121128483,0.298890404383334,93.0740499982134,0.228703524797726,0.402274734994432,-0.658976323694779,249
"176",5.33333332,"jorndrt.us","CHONDROSUM ERIOPODUM",16.1011110611883,0.6096,7.3011003587992,15.8788021975132,0.396590138853424,0.298809320004221,93.5314852983906,0.229573304364549,0.401749356341425,-0.833636513973871,241.88
"177",-2.291666667,"sevmixed.us","CHONDROSUM GRACILE",14.5595868,0.202828111,6.87833080235806,15.34680195,0.371623466767316,0.335857974747076,81.5444927516541,0.248134050257065,0.413261947325819,-0.670049456111111,234
"178",-0.822857131,"sevblue.us","CHONDROSUM GRACILE",14.5595868,0.202828111,6.91320372216473,15.34680195,0.370952050280029,0.334730538524326,81.4216374332174,0.248927990319298,0.414006003585441,-0.693866666666667,255
"179",3,"milparinka.au","CHRYSOCEPHALUM APICULATUM",27.1,0.46919,10.365060773453,16.46764897,0.46306220978644,0.363501425540629,99.1662818436709,0.155708381611959,0.387851173214261,-0.584010416666667,192
"180",0.0437756,"nnss.us","CHYLISMIA CLAVIFORMIS",35.4,0.238879617726034,10.7856073274988,13,0.420166615473197,0.683008323355124,26.1503710041911,0.150690697300595,0.288560956898062,-0.474786144578313,132.8
"181",-3.083333334,"kernnu.ca","CIRSIUM ARVENSE",29.75611991,0.15,8.15,21.12,1.4125,0.70945,119.9058435,0.244438578,0.294068165,-0.252982753746112,353.7
"182",-3.25,"kernb.ca","CIRSIUM ARVENSE",29.75611991,0.15,8.15,21.12,1.4125,0.70945,119.9058435,0.244438578,0.294068165,-0.252982753746112,353.7
"183",-2.077777778,"baddrt.de","CIRSIUM ARVENSE",29.75611991,0.15,8.15,21.12,1.4125,0.70945,119.9058435,0.244438578,0.294068165,-0.191189111747851,488.6
"184",0.400000003,"brookdale.ca","CIRSIUM ARVENSE",29.75611991,0.15,8.15,21.12,1.4125,0.70945,119.9058435,0.244438578,0.294068165,-0.500414960354281,474.2
"185",0.5,"esw.ca","CIRSIUM ARVENSE",29.75611991,0.15,8.15,21.12,1.4125,0.70945,119.9058435,0.244438578,0.294068165,-0.510380463371231,1011.5
"186",16.6156689,"scruzl.us","CIRSIUM VULGARE",25,0.093333333,9.67944976371167,16.6,2.1,0.7469,68.1803406,0.269166667,0.728135419,-0.864030469127517,745
"187",-0.5,"oreaa.us","COLLINSIA PARVIFLORA",19.6,0.3048,12.2612573183536,32.3,0.1524,0.28,208.941975204857,0.147969612918768,0.402505937819057,-0.447799061167002,497
"188",0.4,"oreac.us","COLLINSIA PARVIFLORA",19.6,0.3048,12.2248034245343,32.3,0.1524,0.28,208.042732980238,0.14744640778772,0.401987201382836,-0.447799061167002,497
"189",-1.583333333,"oreac.us","COLLOMIA GRANDIFLORA",21.0874677642414,0.4,12.9420812098663,14.8030879873818,0.796242779856639,0.240085551818373,115.118775167473,0.15831148643709,0.526195945265109,-0.447799061167002,497
"190",0,"oreac.us","COLLOMIA LINEARIS",20.8430594674515,0.2075,12.5285997740101,19.77,0.767966205097214,0.255796281278688,109.947818044505,0.161318826928992,0.535123213111515,-0.447799061167002,497
"191",-3.4,"cedarsav.us","COMANDRA UMBELLATA",21.0594,0.2372,9.466666667,9.721037223,0.790817427538334,0.321385714,7.264572444,0.334821433,0.399018837645265,-0.476003958944282,682
"192",-2.75,"matador.ca","COMANDRA UMBELLATA",21.0594,0.2372,9.466666667,9.721037223,0.791044818705967,0.321385714,7.264572444,0.334821433,0.398568951563598,-0.298744419642857,358.4
"193",2.17,"yarradrt.au","COMMELINA CYANEA",30.634,0.1,10.1711979255477,34.85,0.323060843967386,0.528,359.662333685735,0.122851739397266,0.216431337147305,-0.1740125,800
"194",-0.285,"kiskun.hu","CONYZA CANADENSIS",27.9,0.836805556,10.5455961896888,20.31163266,0.1524,0.337724594728072,155.152317889146,0.09,0.347958119278592,-0.429093959731544,596
"195",-15.83333333,"cedarsav.us","COREOPSIS PALMATA",12.06502778,0.614,18.5591,21.43406868,0.518579382704009,0.33,82.33333333,0.1,0.41125,-0.476003958944282,682
"196",-3.75,"cedartrait.us","COREOPSIS PALMATA",12.06502778,0.614,18.5591,21.43406868,0.516970998179357,0.33,82.33333333,0.1,0.41125,-0.422295249266862,682
"197",-1,"cdpt_drt.us","COREOPSIS TINCTORIA",14.706,0.55245,12.72946239,14.36677923,0.510058488548298,0.333935454591224,80.1310883443291,0.12335076557004,0.408744858935359,-0.422012098598206,473.964
"198",0,"brokenh.au","CRASSULA COLORATA",14.0295025576007,0.1,5.26977643122954,42.24399652,0.130577678932491,0.410782300888467,152.831505481876,0.330877328484734,0.273068453589583,-0.847632508833922,283
"199",0.666666667,"cobar.au","CRASSULA COLORATA",13.9671534533669,0.1,5.25409640011679,42.24399652,0.130913979515574,0.410578495334305,152.615259930788,0.331388365848975,0.272862410590207,-0.757768361581921,354
"200",-1.5,"allmendb.ch","CREPIS BIENNIS",18.28,0.2,10.22761651,19.04,0.99,0.425214286,154.7062535,0.113427835,0.637934928,-0.416706374085684,957
"201",-9.657142857,"baddrt.de","CREPIS BIENNIS",18.28,0.2,10.22761651,19.04,0.99,0.425214286,154.7062535,0.113427835,0.637934928,-0.191189111747851,488.6
"202",5.538888889,"baddrt.de","CREPIS CAPILLARIS",27.04610667,0.458333333,10.7,33.48841078,0.385,0.362548451841654,216.238874940786,0.0869532026430872,0.316068001,-0.191189111747851,488.6
"203",-0.308,"kiskun.hu","CREPIS FOETIDA",17.2,0.27525,14.175,20.14985816,0.62596989590857,0.280689138,296.13,0.072,0.521855924140511,-0.429093959731544,596
"204",1.466715789,"jrnchi.us","CROTON POTTSII",20.7421671818023,0.181780946566323,9.28724152224853,17.4399996946877,1.593333333,0.491711765580044,66.2748820103609,0.292237661766267,0.462639167203836,-0.61560097323601,246.6
"205",-0.80954593,"nnss.us","CRYPTANTHA INTERMEDIA",19.7448982002125,0.026,1.25459213104763,23.56545799,1.72975288228578,0.472418228863445,72.7640149691619,0.14095,0.12111937,-0.474786144578313,132.8
"206",0.42055291,"nnss.us","CRYPTANTHA PTEROCARYA",19.1900827097425,0.0756213887416168,0.9,20.3032867288064,1.86790109464364,0.456235507612678,63.5684025800978,0.212518859106343,0.153846198903796,-0.474786144578313,132.8
"207",0.376190476,"gmmolar.us","CRYPTANTHA PTEROCARYA",19.2491690545694,0.0757121993555414,0.9,20.3348170399391,1.86728473787627,0.455929846858465,63.8085315162278,0.212141168612514,0.153658890493271,-0.649568181818182,220
"208",0,"gmgranite.us","CRYPTANTHA PTEROCARYA",19.2251540384469,0.0759179694110667,0.9,20.3084968631205,1.87700484861705,0.455771808608243,63.4374159791667,0.212413133316941,0.154040098784027,-0.649568181818182,220
"209",0,"credom.au","CUSCUTA PLANIFLORA",23.1275734200587,0.4,9.79927377029826,18.4696986352463,0.677387485306459,0.248103811226152,62.2087745364005,0.31945404626041,0.464375635186526,-0.474289946841294,259.6
"210",-0.375,"credoj.au","CUSCUTA PLANIFLORA",23.1465663590681,0.4,9.80280085306231,18.4929173225456,0.674876564773345,0.248332906018544,62.3509615164219,0.319476884217436,0.463869131914638,-0.474289946841294,259.6
"211",0,"marcdrt.ar","CYCLOSPERMUM LEPTOPHYLLUM",19.6257307082809,0.0375,6.21999102887993,13.61805627,1.05860348210257,0.330575350640328,95.8111559317458,0.180652931931893,0.448937677382169,-0.190160577648453,927.9
"212",-4.666666667,"ukulingadrt.za","CYMBOPOGON CAESIUS",17.34,0.838,7.53866444710731,19.20917573,0.389765896573253,0.296439918612922,102.381021795569,0.211553797645401,0.396686869226727,-0.50505187005187,732.6
"213",-2.333333333,"sclaudio.ar","CYNODON DACTYLON",16.887,0.235788519,6.00847650627323,16.61,0.3556,0.714,182.931579588634,0.02479,0.341958012,-0.128977928736842,950
"214",2.95,"yarradrt.au","CYNODON DACTYLON",16.887,0.235788519,6.00234965982359,16.61,0.3556,0.714,182.179959532679,0.02479,0.341958012,-0.1740125,800
"215",-4.333333333,"rhijn.nl","CYNOSURUS CRISTATUS",23.43756154,0.588,8.984294197,24.18157407,0.22,0.200318519,360.0166897,0.229,0.499845166,-0.629639361541936,796.92
"216",5.1,"cowidrt.ca","DACTYLIS GLOMERATA",20.01241462,0.2225,3.95,45.99,0.3048,0.422325,29.04686668,0.157828901,0.484069109,-0.450146972398589,1134
"217",4.16666667,"rhijn.nl","DACTYLIS GLOMERATA",20.01241462,0.2225,3.95,45.99,0.3048,0.422325,29.04686668,0.157828901,0.484069109,-0.629639361541936,796.92
"218",1.66666667,"elvadrt.ee","DACTYLIS GLOMERATA",20.01241462,0.2225,3.95,45.99,0.3048,0.422325,29.04686668,0.157828901,0.484069109,-0.661241176470588,680
"219",0,"lygraint.no","DACTYLORHIZA MACULATA",22.6,0.6,3.77332921182158,24.63833333,0.737085025703484,0.3774349908008,34.1874874988042,0.320359857939243,0.327469573351599,-0.511951656222023,2234
"220",4.416666663,"cedartrait.us","DALEA VILLOSA",24.47326055,0.514,11.2,9.00090009,1.524,0.334301942925475,45.6133926002899,0.187363503760494,0.359205256600966,-0.422295249266862,682
"221",9.76244709,"scruzh.us","DANTHONIA CALIFORNICA",16.8203865547668,0.6096,7.13713758820076,8.937044145,0.4064,0.298892830323337,78.9854652340486,0.25742056054524,0.400045407975145,0.124284563758389,745
"222",2,"esw.ca","DAUCUS CAROTA",23.75644602,0.487097662,12.75277167,17.82232194,0.8925,0.314314803,244.5257138,0.077,0.569956278,-0.510380463371231,1011.5
"223",0,"elvadrt.ee","DAUCUS CAROTA",23.75644602,0.487097662,12.75277167,17.82232194,0.8925,0.314314803,244.5257138,0.077,0.569956278,-0.661241176470588,680
"224",0,"paike.ar","DESCHAMPSIA CESPITOSA",19.38145224,0.623466667,9.504294333,15.23396119,1.23,0.206048414,364.9892355,0.24,0.463646707,-0.531082082425743,202
"225",-1,"hyide.de","DESCHAMPSIA FLEXUOSA",21.14852266,0.40801415,6.90123,17.70866263,0.2032,0.233751852,196.6766667,0.410694171,0.357471274,-0.331423819643352,541.15
"226",1.5,"lygraint.no","DESCHAMPSIA FLEXUOSA",21.14852266,0.40801415,6.90123,17.70866263,0.2032,0.233751852,196.6766667,0.410694171,0.357471274,-0.511951656222023,2234
"227",-5,"hoide.de","DESCHAMPSIA FLEXUOSA",21.14852266,0.40801415,6.90123,17.70866263,0.2032,0.233751852,196.6766667,0.410694171,0.357471274,-0.331423819643352,541.15
"228",-0.896186118,"nnss.us","DESCURAINIA PINNATA",29.0457518378413,0.6,14.2673199993431,21.5618443026567,1.02944067879111,0.288841053334186,153.16488555553,0.0945425802533487,0.544486493574913,-0.474786144578313,132.8
"229",-1.5,"gmgranite.us","DESCURAINIA PINNATA",29.0145273061779,0.6,14.2988387044348,21.5455618641684,1.02996093313793,0.288379916821613,153.181448624487,0.0948547882534953,0.543360590294748,-0.649568181818182,220
"230",0.32142857,"purdue.us","DESMODIUM ILLINOENSE",28.39,0.32,19.0854172306161,17.35283469,0.492184441332879,0.2997,137.82,0.263301,0.350901725376989,-0.181688421052632,950
"231",-6.25,"kiskun.hu","DIANTHUS SEROTINUS",23.7519701493585,0.5,12.3249291400235,8.608,0.265211293082561,0.181925024018239,87.3156430825581,0.294914123713516,0.247290346359028,-0.429093959731544,596
"232",-3.25,"cdpt_drt.us","DICHANTHELIUM OLIGOSANTHES",12.8,0.345538484929182,7.18913546990472,23.2764706,0.379401353804866,0.327364807130364,94.9591631236836,0.218304747371029,0.409111579740196,-0.422012098598206,473.964
"233",0.2,"konzadrt.us","DICHANTHELIUM OLIGOSANTHES",12.8,0.346140195361481,7.19360245219299,23.2764706,0.378614749469393,0.32595166298413,95.7742176744582,0.217076551406703,0.409513076585812,-0.460356263493976,830
"234",0.1,"yarradrt.au","DICHELACHNE CRINITA",16.9464214326296,0.8592625,6.91549488786669,13.22275953,0.418696754578206,0.51,76.7244911615601,0.224323296670341,0.38148106110165,-0.1740125,800
"235",0,"capmcd.us","DICHELOSTEMMA CAPITATUM",22.2,0.483,5.08468309212756,12.41345668,0.1,0.247739020433613,98.0975426073093,0.167661486714308,0.395924275303608,-0.559333333333333,204
"236",0.083333333,"gmmolar.us","DICHELOSTEMMA CAPITATUM",22.2,0.483,5.08711739078469,12.41345668,0.1,0.24833204219895,98.5480952713909,0.16770638068065,0.395655247424546,-0.649568181818182,220
"237",1.666666666,"naposta.ar","DIPLOTAXIS TENUIFOLIA",28.9919187434149,0.575,14.1390497671183,22.45,1.01577088304128,0.298517736783027,150.378718636848,0.0949666739121003,0.548880724042896,-0.346126582278481,553
"238",0.333333334,"cowidrt.ca","DODECATHEON HENDERSONII",23.2,0.0517486770259654,12.2450745051011,21.6018865660169,0.182378075949905,0.322494227393081,120.984536806317,0.493319448694726,0.319446590094651,-0.450146972398589,1134
"239",-1.625,"allmendb.ch","ECHIUM VULGARE",23.6,0.716666667,2.99638217659374,14.45,2.57,0.385,28.61,0.370495671825835,0.156502021383831,-0.416706374085684,957
"240",-0.073247858,"octc.us","ELYMUS ELYMOIDES",20.3,0.255,6.333333333,20.1,0.3048,0.62075,19.41916685,0.387230769,0.328333333,-0.426006042296073,297.9
"241",12.95833333,"oreac.us","ELYMUS ELYMOIDES",20.3,0.255,6.333333333,20.1,0.3048,0.62075,19.41916685,0.387230769,0.328333333,-0.447799061167002,497
"242",0.05,"oreaa.us","ELYMUS ELYMOIDES",20.3,0.255,6.333333333,20.1,0.3048,0.62075,19.41916685,0.387230769,0.328333333,-0.447799061167002,497
"243",4.333333333,"cowidrt.ca","ELYMUS GLAUCUS",38.54171583,0.3236,10.4,11.57602138,0.3048,0.419658855299183,28.61114615,0.490612168,0.387462352,-0.450146972398589,1134
"244",0,"esw.ca","ELYMUS REPENS",26.17661742,0.22,16.42030861,30.7,0.3556,0.408375,24.17441564,0.200167235,0.453232931,-0.510380463371231,1011.5
"245",-3.583333334,"kernnu.ca","ELYMUS TRACHYCAULUS",13.9,0.3752,9.38,16.36462068,0.289915151213022,0.477404377865038,53.1189835,0.391851266,0.305,-0.252982753746112,353.7
"246",4,"kernb.ca","ELYMUS TRACHYCAULUS",13.9,0.3752,9.38,16.36462068,0.290804758472112,0.478380725088336,53.1189835,0.391851266,0.305,-0.252982753746112,353.7
"247",1.433333333,"credom.au","ENNEAPOGON CAERULESCENS",12.0027056402536,0.3,4.41780498026536,9.31904657062851,0.435310482791098,0.52123878826516,40.9555222321343,0.386320163934251,0.377642776221003,-0.474289946841294,259.6
"248",-0.566666667,"credoj.au","ENNEAPOGON CAERULESCENS",12.0136734326557,0.3,4.41509313603922,9.3049012235381,0.437260973422998,0.521507803617706,40.8658778110406,0.386314748821655,0.378456560038657,-0.474289946841294,259.6
"249",0.708333333,"credom.au","ENNEAPOGON POLYPHYLLUS",10.55,0.325,3.7,7.00975,0.463532734511027,0.6,32.8309300161068,0.44,0.371452603317577,-0.474289946841294,259.6
"250",4.25,"credoj.au","ENNEAPOGON POLYPHYLLUS",10.55,0.325,3.7,7.00975,0.462500098833007,0.6,32.6680972734705,0.44,0.371084798622714,-0.474289946841294,259.6
"251",-0.8,"oreaa.us","EPILOBIUM BRACHYCARPUM",30.5,0.29,10.95816314,22,0.39501186578312,0.73,81.71053256,0.104153100017695,0.283537795916666,-0.447799061167002,497
"252",1,"oreac.us","EPILOBIUM BRACHYCARPUM",30.5,0.29,10.95816314,22,0.393388340210437,0.73,81.71053256,0.103967269488503,0.283366628909689,-0.447799061167002,497
"253",-1.312,"baddrt.de","EPILOBIUM TETRAGONUM",29.10047423,0.720833333,11.215954615627,15.9,0.42039254530911,0.630909073501317,60.2901115573863,0.114718845556649,0.284065358581084,-0.191189111747851,488.6
"254",0.666666666,"elvadrt.ee","EQUISETUM ARVENSE",19.50796,0.4018,4.7183355859589,13.93244886,0.2262,0.222325851039626,21.8707959350447,0.445992144610448,0.344778598907295,-0.661241176470588,680
"255",-1.5,"teshio.jp","EQUISETUM ARVENSE",19.50796,0.4018,4.72492475649423,13.93244886,0.2262,0.222749021241154,21.7235068160419,0.447838298175034,0.344424271569026,-0.303829793377765,1108.206
"256",8.75,"credom.au","ERAGROSTIS DIELSII",12.3252741619649,0.3,6.60734037930198,5.7,0.153605770438768,0.296655509491914,68.5710762030906,0.322827902097657,0.380905015288813,-0.474289946841294,259.6
"257",-11,"credoj.au","ERAGROSTIS DIELSII",12.4221708145038,0.3,6.65063464330409,5.7,0.154507574465801,0.299101534841262,69.8530812661459,0.31713535267218,0.380349550149452,-0.474289946841294,259.6
"258",0,"milparinka.au","ERAGROSTIS SETIFOLIA",12.8567437001128,0.38,6.77134516812216,8.192540984,0.152072529790592,0.296873666714593,78.7230669425715,0.287448937537495,0.377633983526389,-0.584010416666667,192
"259",-1.166666667,"quilpie.au","ERAGROSTIS SETIFOLIA",12.8806687417228,0.38,6.7467886533225,8.192540984,0.151843751198032,0.296726031744604,78.7054013501479,0.287753306697477,0.376593073120953,-0.866920903954802,354
"260",7.333333333,"konzadrt.us","ERAGROSTIS SPECTABILIS",11.63,0.23375,6.89066930662282,24.79827372,0.1016,0.317552114152296,107.830253064972,0.223467769295642,0.373084078376659,-0.460356263493976,830
"261",7,"cedarsav.us","ERAGROSTIS SPECTABILIS",11.63,0.23375,6.89210164482312,24.79827372,0.1016,0.31939734792557,109.350733928965,0.220080014764104,0.373817840600908,-0.476003958944282,682
"262",0,"oreaa.us","EREMOGONE CONGESTA",23.8602434839759,0.167382073160677,14.124145687015,18.5468728829787,0.304001910247912,0.17543789584276,107.174455100021,0.267370374953002,0.399095005,-0.447799061167002,497
"263",-4.5,"ethadb.au","ERIACHNE ARISTIDEA",8.1,0.308142857,4.5,38.9,0.389559077110107,0.9,50.9575420023029,0.33,0.2479,-0.667512953367876,193
"264",0,"esw.ca","ERIGERON ANNUUS",13.87251282,0.790891667,10.7696324199993,24.83067457,1.02,0.2483,62.7520477,0.328758,0.383161658,-0.510380463371231,1011.5
"265",0,"falls.au","ERIGERON BELLIDIOIDES",9.1727,0.0203,9.56354406149004,20.7435746764445,0.452490286422998,0.314858441550779,56.8066937378018,0.300625115802067,0.417523090638355,-0.776661031276416,2366
"266",-0.5,"marcdrt.ar","ERIGERON BONARIENSIS",20.2,0.46625,10.4800080269182,17.6205,0.453573869697188,0.264830401525648,68.8025838571555,0.27298385525685,0.387403403413068,-0.190160577648453,927.9
"267",5,"cedarsav.us","ERIGERON STRIGOSUS",24.635,0.566,10.9716953464687,22.57798584,0.254,0.244481645837613,85.4829730742971,0.248032508774935,0.36242062800962,-0.476003958944282,682
"268",0,"konzadrt.us","ERIGERON STRIGOSUS",24.635,0.566,10.9551065214533,22.57798584,0.254,0.245513397482783,85.3355527108278,0.247629882168437,0.362788836918557,-0.460356263493976,830
"269",-0.5,"milparinka.au","ERIOCHLOA PSEUDOACROTRICHA",17.9194078394873,0.542166667,7.4540571958978,18.0915949136005,0.382624026476373,0.300417777828655,98.0507203261454,0.219428520599689,0.396200925469801,-0.584010416666667,192
"270",0.01375145,"jrnchi.us","ERIOGONUM ANNUUM",25.4583010840211,0.358922570543,8.88513940421267,23.8920305589123,1.405,0.243658971685948,71.8694680419817,0.210835316728742,0.568390804804428,-0.61560097323601,246.6
"271",-0.4319366,"nnss.us","ERIOGONUM ANNUUM",25.4586521466989,0.358534109582297,8.8789260139918,23.8897348692314,1.405,0.243673945757429,71.9749733110434,0.210663091158304,0.569086658607757,-0.474786144578313,132.8
"272",-1,"lygraold.no","ERIOPHORUM ANGUSTIFOLIUM",20.00955403,0.392104,5.5,12.00527941,0.2895,0.7875,108.489621150574,0.159337354235965,0.193722888424192,-0.508863025962399,2234
"273",0,"lygraint.no","ERIOPHORUM ANGUSTIFOLIUM",20.00955403,0.392104,5.5,12.00527941,0.2895,0.7875,109.462341971385,0.159186666089169,0.193806423835944,-0.511951656222023,2234
"274",10.33333333,"lygraold.no","ERIOPHORUM VAGINATUM",18.34176544,0.441666667,7.2,10.65122927,0.4,0.756666667,148.81,0.157183564128287,0.161666667,-0.508863025962399,2234
"275",-9.833333333,"ukulingadrt.za","ERIOSEMA CORDATUM",27.2,0.289711450484316,17.4562645350041,18.5049443100874,0.531845013250526,0.331375497815172,69.4564456281725,0.157250337783418,0.346179276014516,-0.50505187005187,732.6
"276",-0.5,"credom.au","ERODIUM AUREUM",26.4391454832062,0.14432859,11.1542886223787,38.098939,1.17718278826194,0.143930341109903,132.601079198611,0.378819228369424,0.529704438453463,-0.474289946841294,259.6
"277",5.285714285,"gmgranite.us","ERODIUM CICUTARIUM",27.82176667,0.3255,11.47977948,33.62785763,1.45,0.1243,131.6796733,0.43626943,0.549608355,-0.649568181818182,220
"278",1.357142857,"gmmolar.us","ERODIUM CICUTARIUM",27.82176667,0.3255,11.47977948,33.62785763,1.45,0.1243,131.6796733,0.43626943,0.549608355,-0.649568181818182,220
"279",0,"spvdrt.ar","ERODIUM CICUTARIUM",27.82176667,0.3255,11.47977948,33.62785763,1.45,0.1243,131.6796733,0.43626943,0.549608355,-0.189847513145966,220.6
"280",2,"cobar.au","ERODIUM CRINITUM",25.5721123929807,0.9,11.3788567001677,16,1.28219786422337,0.130051658216339,119.286715326716,0.424288609797793,0.525778370471284,-0.757768361581921,354
