,Taxon,leafN.mg.g,height.m,rootN.mg.g,SLA_m2.kg,root.depth_m,RTD.g.cm3,SRL_m.g,rootDiam.mm,local_lifeform,local_lifespan,functional_group
438,GERANIUM DISSECTUM,19.13,0.151,NA,17.86,0.45,0.382010582,207.6012196,0.122766667,FORB,ANNUAL,FORB
298,DESCHAMPSIA FLEXUOSA,21.14852266,0.40801415,6.90123,17.19285365,0.2032,0.386033,196.6766667,0.27,GRASS,PERENNIAL,GRASS
329,ELYMUS ELYMOIDES,13.572,0.4235,10.19,13.868725,0.3048,0.387230769,48.4183,0.62,GRASS,PERENNIAL,GRASS
932,STIPA SPARTEA,14.01546154,0.576,18,8.74965934,0.254,0.393143677,61.25734351,0.2496,GRASS,PERENNIAL,GRASS
853,SCHIZACHYRIUM SCOPARIUM,9.196,0.5145,8.51,16.698695,0.3048,0.403212551,75.67983333,0.2,GRASS,PERENNIAL,GRASS
744,PLANTAGO PATAGONICA,16.75319,0.1524,NA,7.068,0.1524,0.406666667,171.778132,0.173233333,FORB,ANNUAL,FORB
833,RUELLIA HUMILIS,17,0.502906667,NA,12.07550636,0.1016,0.40803047,18.40109592,0.42,FORB,PERENNIAL,FORB
388,EUPHORBIA CYPARISSIAS,29,0.2375,8.96,23.6,0.89,0.411,6.34,0.699,FORB,PERENNIAL,FORB
95,ASTRAGALUS AGRESTIS,NA,0.3048,25.48,25.4434284,0.254,0.416287,20.82529,0.38865,FORB,PERENNIAL,LEGUME
440,GERANIUM PUSILLUM,17.47,0.151,NA,26.42,0.59,0.417391304,192.0238007,0.1212,FORB,NULL,FORB
792,PSORALIDIUM TENUIFLORUM,24.275,0.056,NA,16.82,NA,0.43,NA,0.67,FORB,PERENNIAL,LEGUME
1011,VICIA SATIVA,44.5,0.7509,3.5,26.61714286,0.3048,0.430769231,60.47073255,0.222666667,FORB,ANNUAL,LEGUME
532,KOELERIA MACRANTHA,14.632,0.117368421,8.54,10.603875,0.508,0.43423927,61.632225,0.231432767,GRAMINOID,PERENNIAL,GRASS
379,ERODIUM CICUTARIUM,34.47666667,0.0275,11.48,28.8428,0.5,0.43626943,71.7331,0.1243,FORB,ANNUAL,FORB
555,LEPIDIUM DENSIFLORUM,46.39666667,0.32,14.21,22.39565455,NA,0.43647638,190.8904667,0.137691667,FORB,ANNUAL,FORB
340,ENNEAPOGON POLYPHYLLUS,10.55,0.325,3.7,7.035333333,NA,0.44,NA,0.6,GRASS,PERENNIAL,GRASS
522,JUNCUS BUFONIUS,30.38,0.3274,NA,16.59282222,0.1524,0.44,292.3895145,0.090766667,GRASS,ANNUAL,GRAMINOID
129,BOUTELOUA GRACILIS,15.416,0.345,14.76,12.868115,0.135,0.447182567,118.8815333,0.192729167,GRASS,PERENNIAL,GRASS
150,BROMUS TECTORUM,18.768,0.198681818,7.006735802,17.28496,0.90288,0.47,31.204325,0.57,GRASS,ANNUAL,GRASS
1114,GEUM URBANUM,28.7875525,0.473188889,NA,30.79489215,NA,0.471270718,241.5622602,0.125366667,,,
917,SPOROBOLUS CRYPTANDRUS,12.97358435,0.352,27.8335825,23.90754717,0.4572,0.476,22.63833333,NA,GRASS,PERENNIAL,GRASS
1034,AGROPYRON CRISTATUM,15.25,0.4498,9.53,13.44438801,0.4572,0.483923882,39.92666667,0.128451606,,,
208,CERASTIUM ARVENSE,32.11111111,0.188888889,NA,21.10181624,0.22,0.486326636,91.58154988,0.188766667,FORB,PERENNIAL,FORB
330,ELYMUS GLAUCUS,20.02,1.00584,10.4,14.9305,0.3048,0.49,34.8825,NA,"GRASS, forb (SantaCruzHigh)",PERENNIAL,GRASS
924,STIPA COMATA,20.1,0.9144,15.9,16.95,0.4064,0.49068467,79.18825345,0.2,GRAMINOID,PERENNIAL,GRASS
1109,FALLOPIA CONVOLVULUS,17.405,0.665041667,NA,32.69538591,NA,0.492615928,422.9333333,NA,,,
274,CYNODON DACTYLON,16.887,0.235788519,NA,16.61,0.3556,0.51,26.34,0.071,GRAMINOID,PERENNIAL,GRASS
650,NASSELLA VIRIDULA,12.6088734,0.6096,NA,10.77,0.3556,0.517363388,54.89286067,0.23675,GRAMINOID,PERENNIAL,GRASS
1147,LINARIA VULGARIS,19.85205652,0.609388889,NA,22.52432988,NA,0.521818182,120.6592943,0.1355,,,
507,HYPERICUM PERFORATUM,26.074,0.544316667,4.659107143,26.51128282,0.08909,0.5284214,465.2968152,0.17892,FORB,PERENNIAL,FORB
423,GAILLARDIA ARISTATA,NA,0.6096,12.98,22.63,0.4064,0.53,7.43,0.66,FORB,PERENNIAL,FORB
1171,PAPAVER RHOEAS,37.31906667,0.63375,NA,33.07,NA,0.54,NA,0.33,,,
319,DORYCNIUM PENTAPHYLLUM,24.5,0.4,NA,20.8,1.17,0.56,3.83,NA,SUBSHRUB,PERENNIAL,LEGUME
1000,VALERIANELLA LOCUSTA,26,0.1925,NA,31.7,0.05,0.56326,204,NA,FORB,ANNUAL,FORB
782,PRIMULA VERIS,29.2745343,0.206597778,15.94,23.12304233,0.31,0.5685,344,NA,FORB,NULL,FORB
45,AMORPHA CANESCENS,22.25861206,0.446,27.18327333,13.80561828,0.508,0.59,45.95532256,0.19,FORB,PERENNIAL,LEGUME
992,TRISTACHYA LEUCOTHRIX,9.6,0.424,4.466666667,16.28247734,NA,0.62,NA,0.366666667,GRASS,PERENNIAL,GRASS
478,HELICTOTRICHON PRATENSE,16.4,0.816666667,NA,14.06030769,0.79,0.669747899,85.98480816,0.1543,GRASS,PERENNIAL,GRASS
348,ERAGROSTIS CURVULA,15.862,0.9144,5.6,10.92,0.3556,0.674737064,NA,0.071,GRASS,PERENNIAL,GRASS
994,ULEX PARVIFLORUS,14.1,0.904,NA,1.578504121,1.5,0.71673186,9.189147922,0.373179167,SHRUB,PERENNIAL,LEGUME
326,EHRHARTA STIPOIDES,25.541,NA,NA,21.72,NA,0.72,NA,0.043,GRASS,PERENNIAL,GRASS
2,ACACIA TETRAGONOPHYLLA,39.75775398,NA,NA,6.689844518,0.1056,NA,20.30769,NA,SHRUB,PERENNIAL,LEGUME
3,ACAENA ECHINATA,NA,0.17865,NA,13.19,NA,NA,NA,NA,FORB,PERENNIAL,FORB
4,ACAENA PINNATIFIDA,NA,0.025,NA,9.38,NA,NA,NA,NA,FORB,PERENNIAL,FORB
16,ACMISPON STRIGOSUS,29.9,0.0756,NA,21.8,NA,NA,NA,NA,FORB,ANNUAL,LEGUME
1032,ACTINOBOLE ULIGINOSUM,NA,0.015,NA,18.35659068,NA,NA,NA,NA,,,
23,AGROSTIS CANINA,20.86288625,0.4223,9.3,33.1583154,0.254,NA,NA,0.15,GRASS,NULL,GRASS
1035,AGROSTIS GIGANTEA,16.68362281,0.94615,NA,25.95773333,0.3556,NA,NA,NA,,,
26,AGROSTIS MONTEVIDENSIS,NA,0.229358974,NA,12,NA,NA,NA,NA,FORB,PERENNIAL,GRASS
27,AGROSTIS RUPESTRIS,17,0.035,NA,15.5,NA,NA,NA,NA,GRASS,PERENNIAL,GRASS
31,AIRA CARYOPHYLLEA,19.9,0.155,NA,21.08,NA,NA,NA,0.21,GRASS,ANNUAL,GRASS
32,AIRA ELEGANTISSIMA,NA,0.45,NA,25.838354,0.066,NA,NA,0.228,GRASS,ANNUAL,GRASS
34,ALCHEMILLA PENTAPHYLLEA,37,0.07,NA,21,NA,NA,NA,NA,FORB,PERENNIAL,FORB
1036,ALKANNA TINCTORIA,11.2,0.4,NA,31.44654088,NA,NA,NA,NA,,,
35,ALLIONIA INCARNATA,NA,0.4,NA,21.88917424,0.4,NA,10.31,0.665,FORB,PERENNIAL,FORB
36,ALLIUM ACUMINATUM,NA,0.3048,NA,8.45,0.1524,NA,NA,NA,FORB,PERENNIAL,FORB
37,ALLIUM CERNUUM,45.1745,NA,NA,6.843,NA,NA,NA,NA,FORB,PERENNIAL,FORB
1037,ALLIUM VINEALE,NA,0.5375,NA,17.40703293,NA,NA,NA,NA,,,
1038,ALTERNANTHERA SESSILIS,20,0.3,9.62,13.2,NA,NA,46.03,0.292,,,
40,ALYSSUM DESERTORUM,NA,0.1,NA,27.17578947,NA,NA,NA,NA,FORB,ANNUAL,FORB
1039,AMBROSIA DELTOIDEA,44.19,0.4,NA,2.617596281,NA,NA,NA,NA,,,
44,AMBROSIA TENUIFOLIA,18.2,NA,NA,9.366271504,0.6096,NA,NA,NA,FORB,PERENNIAL,FORB
46,AMPHICARPAEA BRACTEATA,23.5625,0.1525,NA,31.34796238,NA,NA,NA,NA,FORB,ANNUAL,LEGUME
48,ANAGALLIS ARVENSIS,25,0.187,NA,28.34396552,0.315,NA,NA,NA,FORB,ANNUAL,FORB
1040,ANDROPOGON LATERALIS,NA,0.317521698,NA,11.88385917,NA,NA,NA,NA,,,
51,ANDROPOGON VIRGINICUS,13.3,0.763593333,NA,11.86738259,0.3556,NA,NA,NA,GRAMINOID,PERENNIAL,GRASS
52,ANDROSACE SEPTENTRIONALIS,19.4925,0.011,12.29704857,30.84123333,0.1,NA,79.99696667,NA,FORB,ANNUAL,FORB
59,APERA SPICA-VENTI,NA,0.775,NA,19.13333333,0.66,NA,193.8,NA,GRASS,ANNUAL,GRASS
60,APHANES ARVENSIS,15,0.1,NA,35.07,0.05,NA,21.0833,NA,FORB,ANNUAL,FORB
62,APHYLLANTHES MONSPELIENSIS,21.4,0.22,NA,5,0.8,NA,NA,NA,FORB,PERENNIAL,FORB
65,ARGYROLOBIUM ZANONII,22.77,0.1,NA,13,NA,NA,NA,NA,SUBSHRUB,PERENNIAL,LEGUME
66,ARISTIDA CONTORTA,10.79897,0.3,NA,9.37,NA,NA,NA,NA,GRASS,NULL,GRASS
67,ARISTIDA HOLATHERA,8.4875,0.7,2.975,5.62,NA,0.745,NA,0.375,GRASS,ANNUAL,GRASS
68,ARISTIDA JUNCIFORMIS,9.7441916,NA,NA,8.6,NA,NA,NA,NA,GRASS,PERENNIAL,GRASS
73,ARISTIDA STRICTA,11.1128167,1.18872,NA,6.79,0.1524,NA,NA,NA,GRAMINOID,PERENNIAL,GRASS
1045,ARISTOLOCHIA CHILENSIS,NA,NA,NA,17.43,NA,NA,NA,NA,,,
77,ARTEMISIA ABSINTHIUM,22.1,0.802333333,NA,24.66323678,NA,NA,NA,NA,FORB,PERENNIAL,FORB
83,ARTEMISIA INDICA,23.07881,1.882,NA,16.29,NA,NA,NA,NA,FORB,PERENNIAL,FORB
90,ASPERULA ARISTATA,NA,0.23,NA,6.483,0.51,NA,NA,NA,FORB,PERENNIAL,FORB
91,ASPERULA CYNANCHICA,15,0.284375,NA,27.91666667,0.93,NA,390.8625,NA,FORB,PERENNIAL,FORB
92,ASPERULA GUNNII,NA,0.432,NA,21.796842,NA,NA,NA,NA,FORB,PERENNIAL,FORB
93,ASTER SQUAMATUS,NA,0.3,NA,24.49096986,NA,NA,NA,NA,FORB,PERENNIAL,FORB
96,ASTRAGALUS FLEXUOSUS,NA,NA,NA,18.84541998,NA,NA,NA,NA,FORB,PERENNIAL,LEGUME
97,ASTRAGALUS LAXMANNII,33.9,0.14648,NA,13.514,NA,NA,NA,NA,LEGUME,PERENNIAL,LEGUME
99,ASTRAGALUS MISSOURIENSIS,NA,NA,NA,13.70899179,NA,NA,57.04635,0.26,LEGUME,PERENNIAL,LEGUME
100,ASTRAGALUS NUTTALLIANUS,NA,NA,NA,20.29476228,0.13,NA,9.530497,0.2,LEGUME,ANNUAL,LEGUME
101,ASTRANTIA MAJOR,28.539,0.4215,NA,22.75909384,NA,NA,NA,NA,FORB,NULL,FORB
102,ASTREBLA LAPPACEA,16.2306281,0.65,NA,11.43619445,NA,NA,NA,0.25146667,GRASS,PERENNIAL,GRASS
103,ASTREBLA PECTINATA,NA,0.63,NA,11.341433,NA,NA,NA,NA,GRASS,PERENNIAL,GRASS
1049,AVENA FATUA,28.3,1.0564,NA,21.775,0.2032,NA,36.25648864,NA,,,
106,AVENELLA FLEXUOSA,NA,0.3309,NA,NA,0.75,NA,NA,NA,GRASS,NULL,GRASS
108,AXONOPUS FISSIFOLIUS,11.3,0.07836831,NA,16.32,NA,NA,NA,NA,GRASS,NULL,GRASS
109,AXYRIS AMARANTHOIDES,26.3,1.2,NA,16.12903226,NA,NA,NA,NA,FORB,ANNUAL,FORB
116,BAPTISIA BRACTEATA,35.8,0.649,NA,12.09,2.032,NA,NA,NA,LEGUME,PERENNIAL,LEGUME
117,BASSIA LANIFLORA,NA,0.25,NA,7.806666667,NA,NA,NA,NA,FORB,ANNUAL,FORB
118,BASSIA SCOPARIA,32.45,1.184444444,NA,19.65690846,NA,NA,NA,NA,FORB,ANNUAL,FORB
122,BLENNOSPORA DRUMMONDII,NA,0.06807094,NA,18.695174,NA,NA,NA,NA,FORB,ANNUAL,FORB
124,BOERHAVIA DIFFUSA,NA,0.55,NA,20.76,1.2,NA,14.29,NA,FORB,PERENNIAL,FORB
126,BOTHRIOCHLOA LAGUROIDES,15.98,NA,NA,26,NA,NA,NA,NA,GRASS,PERENNIAL,GRASS
127,BOUTELOUA ARISTIDOIDES,15.9,0.04,NA,12.89,0.3,NA,103.65,NA,GRASS,ANNUAL,GRASS
131,BRACHIARIA SERRATA,12.4209428,NA,NA,28.49,NA,NA,NA,NA,GRASS,PERENNIAL,GRASS
132,BRACHYPODIUM DISTACHYON,21.9,0.1005,NA,30.85889908,0.5,NA,NA,NA,FORB,ANNUAL,GRASS
134,BRACHYPODIUM RETUSUM,7.1,0.4,NA,12.40924826,NA,NA,NA,NA,GRASS,PERENNIAL,GRASS
135,BRACHYSCOME DECIPIENS,NA,0.2,NA,15.221818,NA,NA,NA,NA,FORB,PERENNIAL,FORB
136,BRACHYSCOME PERPUSILLA,NA,0.07311427,NA,39.649227,NA,NA,NA,NA,FORB,ANNUAL,FORB
137,BRIZA MAXIMA,10.2,0.6096,NA,NA,0.254,NA,120.3,0.57,FORB,ANNUAL,GRASS
139,BRIZA MINOR,17.3,0.6,NA,40.562519,NA,NA,NA,0.284,GRASS,ANNUAL,GRASS
140,BRIZA SUBARISTATA,9.7912705,0.8,NA,9.71,NA,NA,NA,NA,NULL,NULL,GRASS
142,BROMUS DIANDRUS,19.4,0.99,NA,39,NA,NA,238.8,NA,GRASS,ANNUAL,GRASS
146,BROMUS JAPONICUS,20.898,0.424044444,NA,19.31803729,1.5,NA,NA,0.54,GRASS,ANNUAL,GRASS
147,BROMUS RUBENS,28.7686987,0.39624,NA,18.713372,0.2032,NA,NA,NA,GRASS,ANNUAL,GRASS
148,BROMUS SETIFOLIUS,20,0.102,NA,20.31,NA,NA,NA,NA,GRASS,PERENNIAL,GRASS
149,BROMUS STERILIS,27.9,0.658333333,NA,30.5349098,1.5,NA,455.9545455,NA,GRASS,ANNUAL,GRASS
151,BUCHLOE DACTYLOIDES,24.2054525,0.057,15.93328833,22.1,1.8542,NA,110.5,NA,GRASS,BIENNIAL,GRASS
152,BUGLOSSOIDES ARVENSIS,38,0.2183,NA,17.93814433,NA,NA,NA,NA,FORB,ANNUAL,FORB
1054,BULBINE BULBOSA,NA,0.4,NA,33.38,NA,NA,NA,NA,,,
153,CALADENIA CARNEA,NA,0.135,NA,20.36104461,NA,NA,NA,NA,FORB,PERENNIAL,FORB
155,CALAMAGROSTIS EPIGEIOS,17.43326,1.396,6.6,18.65,NA,NA,57.46375,NA,GRASS,PERENNIAL,GRASS
157,CALANDRINIA BALONENSIS,NA,0.275,NA,7.11,NA,NA,NA,NA,FORB,ANNUAL,FORB
1056,CALANDRINIA CILIATA,21.1,0.0254,NA,26.31594056,NA,NA,467.4714912,NA,,,
160,CALOTIS HISPIDULA,NA,0.103333333,NA,11.56636819,NA,NA,NA,NA,FORB,ANNUAL,FORB
161,CALOTIS LAPPULACEA,NA,0.5,NA,15.76,NA,NA,NA,NA,FORB,NULL,FORB
162,CALYLOPHUS SERRULATUS,23.21,NA,NA,11.69,1.33,NA,NA,NA,FORB,PERENNIAL,FORB
164,CAMASSIA QUAMASH,NA,0.70104,NA,12.08,0.254,NA,NA,NA,GRASS,PERENNIAL,FORB
1059,CARDUUS ACANTHOIDES,17.22267499,1.075,NA,19.6,NA,NA,NA,NA,,,
1060,CARDUUS CRISPUS,NA,1.4625,NA,23.6,NA,NA,NA,NA,,,
1061,CARDUUS NUTANS,33,1.15,NA,12.96666667,NA,NA,NA,NA,,,
169,CARDUUS PYCNOCEPHALUS,8.2,0.8,NA,38,NA,NA,NA,NA,FORB,ANNUAL,FORB
171,CAREX ARENARIA,19.12604168,0.384259259,NA,14.42164292,1.02,NA,NA,NA,GRAMINOID,PERENNIAL,GRAMINOID
172,CAREX BINERVIS,13.9,1,NA,10.6,NA,NA,NA,NA,GRAMINOID,NULL,GRAMINOID
174,CAREX BREVICULMIS,18.30157885,0.05,NA,14.60009466,NA,NA,NA,NA,GRASS,PERENNIAL,GRAMINOID
175,CAREX BREVIOR,15.4945,0.254,NA,21.15675902,NA,NA,NA,NA,GRAMINOID,PERENNIAL,GRAMINOID
176,CAREX CARYOPHYLLEA,18,0.223333333,NA,18.76023077,0.2,NA,NA,0.0784,GRAMINOID,PERENNIAL,GRAMINOID
177,CAREX CURVULA,12,0.15,NA,9.999104145,0.65,NA,NA,NA,GRAMINOID,PERENNIAL,GRAMINOID
178,CAREX DISTACHYA,NA,0.1756,NA,4.8,0.91,NA,NA,NA,GRAMINOID,PERENNIAL,FORB
179,CAREX ECHINATA,17.8,0.33305,NA,15.53,0.2032,NA,NA,NA,GRAMINOID,NULL,GRAMINOID
182,CAREX HEBES,NA,NA,NA,19.096154,NA,NA,NA,NA,GRASS,PERENNIAL,GRAMINOID
184,CAREX LIPAROCARPOS,20.95166667,0.185,NA,25.83979328,0.26,NA,NA,NA,GRASS,PERENNIAL,GRAMINOID
185,CAREX MEADII,19.185,0.2292,NA,21.29444762,NA,NA,NA,NA,GRAMINOID,PERENNIAL,GRAMINOID
186,CAREX MIYABEI,19.77571,0.621,NA,19.71,NA,NA,NA,NA,GRAMINOID,PERENNIAL,GRAMINOID
187,CAREX NIGRA,24.40009307,0.388666667,6.648625922,20.83559904,0.56,NA,52.8,0.2421,GRAMINOID,NULL,GRAMINOID
188,CAREX PANICEA,16.1715862,0.31,NA,17.69830765,0.49,NA,9.14,NA,GRAMINOID,NULL,GRAMINOID
190,CAREX PILULIFERA,27.98325592,0.225625,NA,19.13235729,NA,NA,NA,NA,GRAMINOID,NULL,GRAMINOID
194,CELMISIA COSTINIANA,NA,0.515,NA,9.655537,NA,NA,NA,NA,FORB,PERENNIAL,FORB
195,CENCHRUS CILIARIS,18.5,0.9144,6.5,14.69,0.508,NA,NA,NA,GRASS,PERENNIAL,GRASS
199,CENTAUREA MELITENSIS,19.1,1,NA,9.4,0.3,NA,145.36,NA,FORB,ANNUAL,FORB
200,CENTAUREA SCABIOSA,22.3,0.9625,NA,16.2315625,NA,NA,NA,NA,FORB,PERENNIAL,FORB
1062,CENTAURIUM PULCHELLUM,NA,0.106666667,NA,44.47,NA,NA,NA,NA,,,
1063,CENTELLA ASIATICA,NA,0.112586207,NA,20.78,NA,NA,NA,NA,,,
201,CENTIPEDA CUNNINGHAMII,NA,0.2,NA,18.1,NA,NA,NA,NA,FORB,PERENNIAL,FORB
202,Centrolepis ARISTATA,19.7,0.09857143,NA,28.092362,NA,NA,NA,NA,FORB,ANNUAL,FORB
204,Centrolepis STRIGOSA,NA,0.11,NA,5.632,NA,NA,NA,NA,FORB,ANNUAL,FORB
207,CEPHALIPTERUM DRUMMONDII,NA,0.33086325,NA,37.282501,NA,NA,NA,NA,FORB,ANNUAL,FORB
210,CERASTIUM GLOMERATUM,23,0.249,14.7,23.38503171,0.11,NA,318,NA,FORB,ANNUAL,FORB
219,CHAMAESCILLA CORYMBOSA,23,0.4,NA,NA,NA,NA,NA,NA,FORB,PERENNIAL,FORB
222,CHLOROGALUM POMERIDIANUM,28.9,NA,NA,12.962,NA,NA,NA,NA,FORB,PERENNIAL,FORB
223,CHONDROSUM ERIOPODUM,14.8969364,0.6096,NA,18.54844313,NA,NA,NA,0.03,GRAMINOID,PERENNIAL,GRASS
224,CHONDROSUM GRACILE,15.9806955,0.202828111,NA,15.34680195,NA,NA,NA,0.036,GRAMINOID,PERENNIAL,GRASS
1069,CHONDROSUM HIRSUTUM,10.29666667,0.1524,NA,17.94009793,NA,NA,NA,0.012,,,
227,CHRYSOCEPHALUM APICULATUM,27.1,0.4,NA,16.64122201,NA,NA,NA,NA,FORB,PERENNIAL,FORB
231,CIRSIUM ARVENSE,29.75611991,0.84284049,15.2,16.60803212,1.853333,NA,64,0.71,FORB,PERENNIAL,FORB
235,CLAYTONIA PERFOLIATA,NA,0.222866667,NA,NA,0.1524,NA,NA,NA,FORB,NULL,FORB
237,CLINOPODIUM VULGARE,21.64,0.1,9.27871,26.03,0.1524,NA,NA,NA,FORB,PERENNIAL,FORB
1072,CLITORIA NANA,NA,0.2935,NA,10.85,NA,NA,NA,NA,,,
238,COLLINSIA PARVIFLORA,NA,0.3048,NA,32.3,NA,NA,NA,0.28,FORB,ANNUAL,FORB
1074,COLLOMIA LINEARIS,NA,0.205,NA,19.77,NA,NA,NA,NA,,,
1075,CONIUM MACULATUM,NA,1.891666667,NA,38.22975662,NA,NA,NA,NA,,,
244,CONVOLVULUS ARVENSIS,27.77,0.048,12.29,17.215475,2.24,NA,31.40813333,NA,FORB,PERENNIAL,FORB
246,CONYZA SUMATRENSIS,22.33333334,0.058,NA,18.2,NA,NA,NA,NA,NULL,ANNUAL,FORB
249,COREOPSIS TINCTORIA,14.704,0.1905,12.73,14.36677143,NA,NA,28.59345,NA,FORB,ANNUAL,FORB
254,CRASPEDIA AURANTIA,NA,0.6,NA,23.731463,NA,NA,NA,NA,FORB,PERENNIAL,FORB
1079,CRASSULA COLORATA,NA,0.1,NA,42.243997,NA,NA,NA,NA,,,
1080,CRASSULA SIEBERIANA,NA,0.1,NA,15.71,NA,NA,NA,0.353333333,,,
257,CREPIS CAPILLARIS,15.38228961,0.458333333,10.7,35.00023666,0.385,NA,138,NA,FORB,ANNUAL,FORB
259,CREPIS TECTORUM,14.21254536,0.148,NA,22.33002853,NA,NA,119,0.34,FORB,ANNUAL,FORB
261,CROTON GLANDULOSUS,17.5,NA,NA,38.2464889,NA,NA,NA,NA,FORB,ANNUAL,FORB
263,CROTON MONANTHOGYNUS,17.5,0.21,NA,18.1,NA,NA,NA,NA,FORB,ANNUAL,FORB
265,CRUCIATA GLABRA,17.002,0.194,NA,21.52069774,0.14,NA,NA,NA,FORB,NULL,FORB
1083,CUPHONOTUS HUMISTRATUS,NA,0.165,NA,12.98974959,NA,NA,NA,NA,,,
1085,CYCLOSPERMUM LEPTOPHYLLUM,NA,0.0375,NA,13.61805627,NA,NA,NA,NA,,,
272,CYMBOPOGON CAESIUS,13.857227,0.838,NA,17.88,NA,NA,NA,NA,GRASS,PERENNIAL,GRASS
275,CYNOSURUS CRISTATUS,18.7,0.588,8.98,25.76472222,0.22,NA,331.2666667,NA,GRASS,PERENNIAL,GRASS
276,CYNOSURUS ECHINATUS,37.42095333,0.475,NA,36.47575504,NA,NA,NA,0.602,FORB,ANNUAL,GRASS
278,CYPERUS ERAGROSTIS,NA,0.9,NA,14.342367,NA,NA,NA,NA,GRAMINOID,PERENNIAL,GRAMINOID
279,CYPERUS LUPULINUS,10.34,NA,NA,10.33333333,NA,NA,NA,NA,GRAMINOID,PERENNIAL,GRAMINOID
280,CYPERUS REFLEXUS,NA,0.5,NA,11.65762839,NA,NA,NA,NA,GRASS,PERENNIAL,GRAMINOID
282,CYTISUS SCOPARIUS,31.01944444,1.7959,NA,22.29605641,0.4064,NA,NA,0.314,SHRUB,PERENNIAL,LEGUME
284,DACTYLORHIZA MACULATA,22.6,0.6,NA,24.23285714,NA,NA,NA,NA,FORB,NULL,FORB
289,DALEA VILLOSA,25.11550703,0.514,11.2,9.669407895,1.524,NA,40,NA,FORB,PERENNIAL,LEGUME
290,DANTHONIA CALIFORNICA,21.1,0.6096,NA,46.56,0.4064,NA,NA,NA,GRASS,PERENNIAL,GRASS
291,DANTHONIA DECUMBENS,16.5,0.35,NA,16.236,0.45,NA,NA,NA,GRASS,NULL,GRASS
295,DAUCUS GLOCHIDIATUS,NA,0.19,NA,24.46724868,NA,NA,NA,1.22,FORB,ANNUAL,FORB
1089,DESMODIUM INCANUM,30.4,1.170090625,NA,19.96007984,0.3048,NA,NA,NA,,,
304,DIANTHUS SEROTINUS,NA,NA,NA,8.61,NA,NA,NA,NA,FORB,PERENNIAL,FORB
305,DICHANTHELIUM OLIGOSANTHES,12.8,0.2083,4.73,23.2764706,NA,NA,7.466,0.36,GRASS,PERENNIAL,GRASS
306,DICHELACHNE CRINITA,NA,1.25,NA,13.22276,NA,NA,NA,0.51,GRASS,PERENNIAL,GRASS
1090,DICHONDRA MACROCALYX,NA,NA,NA,9.721,NA,NA,NA,NA,,,
1091,DICHONDRA SERICEA,NA,0.0345,NA,26.86,NA,NA,NA,NA,,,
309,DIGITARIA CALIFORNICA,12.9905373,1.2192,NA,20.9,0.254,NA,NA,NA,GRASS,PERENNIAL,GRASS
310,DIGITARIA COGNATA,18.09515288,0.242,NA,30.42998108,NA,NA,NA,NA,GRASS,PERENNIAL,GRASS
311,DIHETEROPOGON AMPLECTENS,7.1951461,NA,NA,15.69,NA,NA,NA,NA,GRASS,PERENNIAL,GRASS
316,DIPLOTAXIS TENUIFOLIA,NA,0.575,NA,22.45,NA,NA,NA,NA,FORB,BIENNIAL,FORB
317,DISTICHLIS distichophylla,NA,0.6,NA,5.262611,NA,NA,NA,NA,GRASS,PERENNIAL,GRASS
320,DRABA VERNA,20.4,0.42,NA,22.11,1.318005405,NA,18.8462,0.52189,FORB,ANNUAL,FORB
321,DROSERA ABERRANS,NA,0.03,NA,10.411994,NA,NA,NA,NA,FORB,PERENNIAL,FORB
325,ECHIUM VULGARE,23.6,0.716666667,NA,14.45,NA,NA,NA,0.385,FORB,PERENNIAL,FORB
333,ELYMUS SMITHII,28.0185,0.6096,17.06975875,31.74700117,0.508,NA,73.5,NA,GRAMINOID,PERENNIAL,GRASS
334,ELYMUS SPICATUS,14.64,0.8382,NA,17.38104639,0.254,NA,NA,NA,GRASS,PERENNIAL,GRASS
335,ELYMUS TRACHYCAULUS,13.85333333,0.466,8.22,11.45053,1.07,NA,62.476,NA,GRAMINOID,PERENNIAL,GRASS
338,ENCELIA FARINOSA,32.74675,0.9144,NA,11.31084923,0.3048,NA,NA,NA,FORB,ANNUAL,FORB
343,EPILOBIUM ANGUSTIFOLIUM,26.69696541,1.0483,NA,19.77553761,0.627,NA,261.095,NA,FORB,PERENNIAL,FORB
344,EPILOBIUM BRACHYCARPUM,30.48666667,0.286,10.95816314,21.56584,NA,NA,81.71053333,NA,FORB,ANNUAL,FORB
345,EPILOBIUM TETRAGONUM,29.10047423,0.720833333,NA,15.9,NA,NA,NA,NA,FORB,PERENNIAL,FORB
346,Epipactis PALUSTRIS,NA,0.4375,NA,22.62,NA,NA,NA,NA,FORB,NULL,FORB
347,EQUISETUM ARVENSE,20.06733732,0.344317143,NA,13.18450744,0.2262,NA,89.07333333,NA,FORB,PERENNIAL,FORB
349,ERAGROSTIS DIELSII,NA,0.3,NA,5.7,NA,NA,NA,NA,GRASS,ANNUAL,GRASS
351,ERAGROSTIS SETIFOLIA,NA,0.38,NA,7.946703097,NA,NA,NA,NA,GRASS,PERENNIAL,GRASS
352,ERAGROSTIS SPECTABILIS,10.935,0.23375,NA,24.79827372,0.1016,NA,NA,NA,GRAMINOID,PERENNIAL,GRASS
362,ERIGERON BONARIENSIS,20.2,0.46625,NA,17.6205,NA,NA,NA,NA,FORB,ANNUAL,FORB
