"","Taxon","site_code","mean.after.control.0","mean.after.drought.0","mean.before.control.0","mean.before.drought.0","drought.after.before","control.after.before","cover.change","leafN.mg.g","height.m","rootN.mg.g","SLA_m2.kg","root.depth_m","RTD.g.cm3","SRL_m.g","rootDiam.mm","local_lifeform","local_lifespan","functional_group"
"439","ELYMUS TRACHYCAULUS","kinsella.ca",20,0,0,0,0,20,-20,13.85333333,0.466,8.22,11.45053,1.07,NA,62.476,NA,"GRAMINOID","PERENNIAL","GRASS"
"440","ELYMUS TRACHYCAULUS","kernb.ca",0.5,7,0.5,3,4,0,4,13.85333333,0.466,8.22,11.45053,1.07,NA,62.476,NA,"GRAMINOID","PERENNIAL","GRASS"
"443","ENNEAPOGON POLYPHYLLUS","credom.au",0.666666667,1,1.125,0.75,0.25,-0.458333333,0.708333333,10.55,0.325,3.7,7.035333333,NA,0.44,NA,0.6,"GRASS","PERENNIAL","GRASS"
"444","ENNEAPOGON POLYPHYLLUS","credoj.au",5.25,0,10.25,0.75,-0.75,-5,4.25,10.55,0.325,3.7,7.035333333,NA,0.44,NA,0.6,"GRASS","PERENNIAL","GRASS"
"453","ERAGROSTIS CURVULA","yarradrt.au",8.5,0,10.25,0,0,-1.75,1.75,15.862,0.9144,5.6,10.92,0.3556,0.674737064,NA,0.071,"GRASS","PERENNIAL","GRASS"
"456","ERAGROSTIS SETIFOLIA","quilpie.au",2,2,1.5,2.666666667,-0.666666667,0.5,-1.166666667,NA,0.38,NA,7.946703097,NA,NA,NA,NA,"GRASS","PERENNIAL","GRASS"
"457","ERAGROSTIS SETIFOLIA","milparinka.au",0,0,1,1,-1,-1,0,NA,0.38,NA,7.946703097,NA,NA,NA,NA,"GRASS","PERENNIAL","GRASS"
"458","ERAGROSTIS SPECTABILIS","oklah.us",0.5,0,0,0,0,0.5,-0.5,10.935,0.23375,NA,24.79827372,0.1016,NA,NA,NA,"GRAMINOID","PERENNIAL","GRASS"
"459","ERAGROSTIS SPECTABILIS","cedarsav.us",0,0,9,2,-2,-9,7,10.935,0.23375,NA,24.79827372,0.1016,NA,NA,NA,"GRAMINOID","PERENNIAL","GRASS"
"460","ERAGROSTIS SPECTABILIS","konzadrt.us",0,0,9,1.666666667,-1.666666667,-9,7.333333333,10.935,0.23375,NA,24.79827372,0.1016,NA,NA,NA,"GRAMINOID","PERENNIAL","GRASS"
"508","FESTUCA ARUNDINACEA","chilcasdrt.ar",64.16666667,66.66666667,0,0,66.66666667,64.16666667,2.5,26.75,0.922297147,9.306666667,16.0977261,1.415,0.208261132,167.503371,0.383552278,"GRASS","PERENNIAL","GRASS"
"509","FESTUCA ARUNDINACEA","marcdrt.ar",60,71.25,46.66666667,29,42.25,13.33333333,28.91666667,26.75,0.922297147,9.306666667,16.0977261,1.415,0.208261132,167.503371,0.383552278,"GRASS","PERENNIAL","GRASS"
"510","FESTUCA ARUNDINACEA","sclaudio.ar",68.75,78.75,94.75,100,-21.25,-26,4.75,26.75,0.922297147,9.306666667,16.0977261,1.415,0.208261132,167.503371,0.383552278,"GRASS","PERENNIAL","GRASS"
"511","FESTUCA HALLERI","passogavia.it",0.3,2,0.4,1,1,-0.1,1.1,13,0.1225,NA,9.9,0.101,NA,NA,0.31,"GRASS","PERENNIAL","GRASS"
"512","FESTUCA IDAHOENSIS","oreac.us",11.1,13.75,12.3,3.5,10.25,-1.2,11.45,10.3118547,0.6096,NA,42.75,0.3556,NA,NA,NA,"GRASS","PERENNIAL","GRASS"
"513","FESTUCA IDAHOENSIS","oreaa.us",7.7,9.1,16.5,6.9,2.2,-8.8,11,10.3118547,0.6096,NA,42.75,0.3556,NA,NA,NA,"GRASS","PERENNIAL","GRASS"
"514","FESTUCA IDAHOENSIS","cmss.us",27.5,25,13.5,5,20,14,6,10.3118547,0.6096,NA,42.75,0.3556,NA,NA,NA,"GRASS","PERENNIAL","GRASS"
"515","FESTUCA OVINA","allmendb.ch",2.25,0.833333333,3.5,0.625,0.208333333,-1.25,1.458333333,16.78631631,0.414347827,7.790299962,16.83674211,0.254,0.18,180.6632143,0.02,"GRASS","PERENNIAL","GRASS"
"516","FESTUCA OVINA","allmendo.ch",5.416666667,7.083333333,7.083333333,7.25,-0.166666667,-1.666666667,1.5,16.78631631,0.414347827,7.790299962,16.83674211,0.254,0.18,180.6632143,0.02,"GRASS","PERENNIAL","GRASS"
"517","FESTUCA PRATENSIS","elvadrt.ee",6.666666667,7.333333333,5,5.5,1.833333333,1.666666667,0.166666667,22.6929621,0.4,9.037334647,21.47,0.233,0.091553497,289.7039134,0.217565197,"GRASS","PERENNIAL","GRASS"
"518","FESTUCA PRATENSIS","rhijn.nl",0,0,1,2,-2,-1,-1,22.6929621,0.4,9.037334647,21.47,0.233,0.091553497,289.7039134,0.217565197,"GRASS","PERENNIAL","GRASS"
"519","FESTUCA RUBRA","elvadrt.ee",3,3,1.333333333,2,1,1.666666667,-0.666666667,19.05492673,0.452958333,7.08,20.02617821,0.3048,0.233235525,348.147287,0.12,"GRASS","PERENNIAL","GRASS"
"520","FESTUCA RUBRA","rhijn.nl",40,25,43.33333333,36.66666667,-11.66666667,-3.333333333,-8.333333333,19.05492673,0.452958333,7.08,20.02617821,0.3048,0.233235525,348.147287,0.12,"GRASS","PERENNIAL","GRASS"
"521","FESTUCA RUBRA","bayrdrt.de",37,14,0,0,14,37,-23,19.05492673,0.452958333,7.08,20.02617821,0.3048,0.233235525,348.147287,0.12,"GRASS","PERENNIAL","GRASS"
"522","FESTUCA RUBRA","pineta.es",4.875,8,0,0,8,4.875,3.125,19.05492673,0.452958333,7.08,20.02617821,0.3048,0.233235525,348.147287,0.12,"GRASS","PERENNIAL","GRASS"
"523","FESTUCA RUPICOLA","baddrt.de",0.05,0,0,0,0,0.05,-0.05,17.52444444,0.24175,NA,14.17171717,0.6376923,NA,NA,NA,"GRASS","PERENNIAL","GRASS"
"524","FESTUCA VAGINATA","kiskun.hu",17.4,17.6,12,10.2,7.4,5.4,2,NA,1,NA,17.18213058,NA,NA,NA,NA,"GRASS","PERENNIAL","GRASS"
"525","FESTUCA VIVIPARA","lygraint.no",3,2,1,1,1,2,-1,13.90714177,0.065,NA,11.02,NA,NA,NA,NA,"GRASS","PERENNIAL","GRASS"
"526","FESTUCA VIVIPARA","lygraold.no",1,0,0,0,0,1,-1,13.90714177,0.065,NA,11.02,NA,NA,NA,NA,"GRASS","PERENNIAL","GRASS"
"573","GOUINIA PARAGUAYENSIS","cerrillos.ar",2.815,7.5,2.505,8.13,-0.63,0.31,-0.94,23.1,0.47,NA,19.71,NA,NA,NA,NA,"GRASS","PERENNIAL","GRASS"
"586","HELICTOTRICHON HOOKERI","kernb.ca",4,0,0,0,0,4,-4,NA,NA,NA,19.08259351,0.9,NA,NA,NA,"GRAMINOID","PERENNIAL","GRASS"
"587","HELICTOTRICHON HOOKERI","biddulph.ca",5,5,0,0,5,5,0,NA,NA,NA,19.08259351,0.9,NA,NA,NA,"GRAMINOID","PERENNIAL","GRASS"
"588","HELICTOTRICHON HOOKERI","kernnu.ca",0,0,0.5,0,0,-0.5,0.5,NA,NA,NA,19.08259351,0.9,NA,NA,NA,"GRAMINOID","PERENNIAL","GRASS"
"589","HELICTOTRICHON PRATENSE","allmendo.ch",1.083333333,3.75,1.75,3.833333333,-0.083333333,-0.666666667,0.583333333,16.4,0.816666667,NA,14.06030769,0.79,0.669747899,85.98480816,0.1543,"GRASS","PERENNIAL","GRASS"
"590","HELICTOTRICHON PRATENSE","allmendb.ch",2.75,4.25,2.666666667,2.75,1.5,0.083333333,1.416666667,16.4,0.816666667,NA,14.06030769,0.79,0.669747899,85.98480816,0.1543,"GRASS","PERENNIAL","GRASS"
"591","HELICTOTRICHON PUBESCENS","elvadrt.ee",1.333333333,1.5,4,7.5,-6,-2.666666667,-3.333333333,24.3,0.680625,7.892636683,18.69463141,0.3,0.090296815,62.86954053,0.161264502,"GRASS","PERENNIAL","GRASS"
"592","HELICTOTRICHON PUBESCENS","lcnorth.cl",0,0,8,0,0,-8,8,24.3,0.680625,7.892636683,18.69463141,0.3,0.090296815,62.86954053,0.161264502,"GRASS","PERENNIAL","GRASS"
"593","HELICTOTRICHON VERSICOLOR","passogavia.it",0,2.5,0,2,0.5,0,0.5,18.88884001,0.14,6.081157261,11.48996431,NA,NA,77.65999999,NA,"GRASS","PERENNIAL","GRASS"
"597","HESPEROSTIPA COMATA","nplatte.us",10,0,0,0,0,10,-10,12.21666667,0.224,6.55,5.904809091,1.353302,0.3762,35.19975,0.38,"GRASS","PERENNIAL","GRASS"
"598","HESPEROSTIPA COMATA","cdpt_drt.us",10.16666667,15.5,13.66666667,10.83333333,4.666666667,-3.5,8.166666667,12.21666667,0.224,6.55,5.904809091,1.353302,0.3762,35.19975,0.38,"GRASS","PERENNIAL","GRASS"
"599","HESPEROSTIPA COMATA","mattheis.ca",20,21,16,21.25,-0.25,4,-4.25,12.21666667,0.224,6.55,5.904809091,1.353302,0.3762,35.19975,0.38,"GRASS","PERENNIAL","GRASS"
"600","HETEROPOGON CONTORTUS","bfl.us",0,8.5,0,0,8.5,0,8.5,11.22375,0.21336,4.15,9.881422925,0.254,0.371,16.75282186,0.25,"GRASS","PERENNIAL","GRASS"
"601","HETEROPOGON CONTORTUS","ukulingadrt.za",0,6,11.5,9,-3,-11.5,8.5,11.22375,0.21336,4.15,9.881422925,0.254,0.371,16.75282186,0.25,"GRASS","PERENNIAL","GRASS"
"610","HILARIA JAMESII","antelope.us",4.2125,1.975,0,0,1.975,4.2125,-2.2375,21.68723958,0.6096,7.6,13.95707872,0.3048,NA,140.9228,0.056,"GRAMINOID","PERENNIAL","GRASS"
"611","HILARIA JAMESII","sevmixed.us",3.314285714,0.85,5.4,6.925,-6.075,-2.085714286,-3.989285714,21.68723958,0.6096,7.6,13.95707872,0.3048,NA,140.9228,0.056,"GRAMINOID","PERENNIAL","GRASS"
"616","HOLCUS LANATUS","scruzh.us",13.7898687,14.5281933,1.868274733,2.909544633,11.61864867,11.92159397,-0.3029453,24.56210683,0.554013615,9.716666667,33.50183772,0.1016,0.210999112,311.996707,0.116666667,"GRASS","PERENNIAL","GRASS"
"617","HOLCUS LANATUS","rhijn.nl",8.4,6.666666667,5.333333333,5,1.666666667,3.066666667,-1.4,24.56210683,0.554013615,9.716666667,33.50183772,0.1016,0.210999112,311.996707,0.116666667,"GRASS","PERENNIAL","GRASS"
"652","KOELERIA MACRANTHA","konzadrt.us",6,8.6,0,0,8.6,6,2.6,14.632,0.117368421,8.54,10.603875,0.508,0.43423927,61.632225,0.231432767,"GRAMINOID","PERENNIAL","GRASS"
"653","KOELERIA MACRANTHA","hard.us",5.5,5.5,0,0,5.5,5.5,0,14.632,0.117368421,8.54,10.603875,0.508,0.43423927,61.632225,0.231432767,"GRAMINOID","PERENNIAL","GRASS"
"654","KOELERIA MACRANTHA","matador.ca",1.833333333,2.5,1.25,2,0.5,0.583333333,-0.083333333,14.632,0.117368421,8.54,10.603875,0.508,0.43423927,61.632225,0.231432767,"GRAMINOID","PERENNIAL","GRASS"
"655","KOELERIA MACRANTHA","biddulph.ca",0.75,1,0,0,1,0.75,0.25,14.632,0.117368421,8.54,10.603875,0.508,0.43423927,61.632225,0.231432767,"GRAMINOID","PERENNIAL","GRASS"
"656","KOELERIA MACRANTHA","mattheis.ca",23.75,10,5.5,12.33333333,-2.333333333,18.25,-20.58333333,14.632,0.117368421,8.54,10.603875,0.508,0.43423927,61.632225,0.231432767,"GRAMINOID","PERENNIAL","GRASS"
"657","KOELERIA MACRANTHA","cdpt_drt.us",10,12,0,14,-2,10,-12,14.632,0.117368421,8.54,10.603875,0.508,0.43423927,61.632225,0.231432767,"GRAMINOID","PERENNIAL","GRASS"
"658","KOELERIA MICRATHERA","cedartrait.us",5,4,2,2.5,1.5,3,-1.5,NA,NA,NA,14.02,NA,NA,NA,NA,"GRASS","PERENNIAL","GRASS"
"659","KOELERIA VALLESIANA","ebro.es",0,0,0,0.013962667,-0.013962667,0,-0.013962667,14.98597333,0.06,19.775,5.603339544,NA,0.170799038,86.18117333,0.366132113,"GRASS","PERENNIAL","GRASS"
"670","LEERSIA HEXANDRA","chilcasdrt.ar",0.875,0.625,0,0,0.625,0.875,-0.25,17.321052,1.5,NA,26,NA,NA,NA,NA,"GRASS","PERENNIAL","GRASS"
"711","LOLIUM PERENNE","jenadrt.de",36.66666667,47.33333333,0,0,47.33333333,36.66666667,10.66666667,19.23,0.429,9.7,18.31,0.254,0.104845371,220.8471095,0.1,"GRASS","PERENNIAL","GRASS"
"712","LOLIUM PERENNE","validate.fr",15.8,7.02,0,0,7.02,15.8,-8.78,19.23,0.429,9.7,18.31,0.254,0.104845371,220.8471095,0.1,"GRASS","PERENNIAL","GRASS"
"713","LOLIUM PERENNE","baddrt.de",0,0.05,0,0,0.05,0,0.05,19.23,0.429,9.7,18.31,0.254,0.104845371,220.8471095,0.1,"GRASS","PERENNIAL","GRASS"
"714","LOLIUM PERENNE","bayrdrt.de",0.1,0,0,0,0,0.1,-0.1,19.23,0.429,9.7,18.31,0.254,0.104845371,220.8471095,0.1,"GRASS","PERENNIAL","GRASS"
"764","MOLINIA CAERULEA","lygraold.no",8,1.5,6,6,-4.5,2,-6.5,19.7245873,0.699125,8.366751778,17.87260174,0.8,NA,56.8752851,0.269333333,"GRASS","PERENNIAL","GRASS"
"765","MOLINIA CAERULEA","lygraint.no",1,6,1,1,5,0,5,19.7245873,0.699125,8.366751778,17.87260174,0.8,NA,56.8752851,0.269333333,"GRASS","PERENNIAL","GRASS"
"768","MUHLENBERGIA ARENICOLA","sevblack.us",1,1,1,3.75,-2.75,0,-2.75,NA,NA,NA,14.31621017,NA,NA,139.5016,0.034,"GRASS","PERENNIAL","GRASS"
"769","MUHLENBERGIA RACEMOSA","cedarsav.us",5,0,5.2,0,0,-0.2,0.2,31.043,0.684,NA,31.89085821,0.065,NA,71.52399084,NA,"GRASS","PERENNIAL","GRASS"
"770","MUHLENBERGIA RICHARDSONIS","kernb.ca",3,0,2,0,0,1,-1,20.5218701,0.1524,NA,13.97,0.1524,NA,NA,NA,"GRAMINOID","PERENNIAL","GRASS"
"774","NASSELLA NEESIANA","naposta.ar",50,36.66666667,68.33333333,57.5,-20.83333333,-18.33333333,-2.5,14.2304221,0.8,NA,16,NA,NA,NA,NA,"GRASS","PERENNIAL","GRASS"
"775","NASSELLA TRICHOTOMA","naposta.ar",20,25,10,16.66666667,8.333333333,10,-1.666666667,NA,0.7,NA,11.297312,NA,NA,NA,0.77666667,"GRASS","PERENNIAL","GRASS"
"776","NASSELLA VIRIDULA","matador.ca",22.66666667,18.66666667,10.66666667,7.333333333,11.33333333,12,-0.666666667,12.6088734,0.6096,NA,10.77,0.3556,0.517363388,54.89286067,0.23675,"GRAMINOID","PERENNIAL","GRASS"
"777","NASSELLA VIRIDULA","kernnu.ca",2,1,0,0,1,2,-1,12.6088734,0.6096,NA,10.77,0.3556,0.517363388,54.89286067,0.23675,"GRAMINOID","PERENNIAL","GRASS"
"779","NEURACHNE ALOPECUROIDEA","jilpanger.au",0.666666667,6.666666667,0.833333333,2,4.666666667,-0.166666667,4.833333333,NA,0.5,NA,7.6793,NA,NA,NA,NA,"GRASS","PERENNIAL","GRASS"
"782","OREOCHLOA DISTICHA","passogavia.it",5.5,0.275,5.5,0.75,-0.475,0,-0.475,22,0.115,NA,9.2,NA,NA,NA,NA,"GRASS","PERENNIAL","GRASS"
"791","PANICUM ACUMINATUM","cedarsav.us",3,4,3.2,2,2,-0.2,2.2,17.50836364,0.238666667,NA,21.67056595,NA,NA,180.896992,NA,"GRASS","PERENNIAL","GRASS"
"792","PANICUM ACUMINATUM","sand.us",0,0,7,6,-6,-7,1,17.50836364,0.238666667,NA,21.67056595,NA,NA,180.896992,NA,"GRASS","PERENNIAL","GRASS"
"793","PANICUM ACUMINATUM","cedartrait.us",0,0,4,0,0,-4,4,17.50836364,0.238666667,NA,21.67056595,NA,NA,180.896992,NA,"GRASS","PERENNIAL","GRASS"
"795","PANICUM OLIGOSANTHES","cedarsav.us",5,0,2.5,2,-2,2.5,-4.5,17.37461517,0.38,NA,22.63325572,NA,NA,NA,NA,"GRASS","PERENNIAL","GRASS"
"796","PANICUM OLIGOSANTHES","cedartrait.us",0,2,2,3.5,-1.5,-2,0.5,17.37461517,0.38,NA,22.63325572,NA,NA,NA,NA,"GRASS","PERENNIAL","GRASS"
"797","PANICUM SABULORUM","chilcasdrt.ar",1.375,0,0,0,0,1.375,-1.375,NA,0.258884374,NA,24,NA,NA,NA,NA,"GRASS","PERENNIAL","GRASS"
"798","PANICUM SABULORUM","eea.br",0,0,10,1,-1,-10,9,NA,0.258884374,NA,24,NA,NA,NA,NA,"GRASS","PERENNIAL","GRASS"
"799","PANICUM VIRGATUM","konzadrt.us",0,0,1,0,0,-1,1,13.38217228,0.926,7.8,29.26984617,0.075,0.32898758,120.510799,0.39,"GRASS","PERENNIAL","GRASS"
"800","PANICUM VIRGATUM","cedarsav.us",2,0,0,0,0,2,-2,13.38217228,0.926,7.8,29.26984617,0.075,0.32898758,120.510799,0.39,"GRASS","PERENNIAL","GRASS"
"801","PANICUM VIRGATUM","cedartrait.us",1,4,0,0,4,1,3,13.38217228,0.926,7.8,29.26984617,0.075,0.32898758,120.510799,0.39,"GRASS","PERENNIAL","GRASS"
"803","PAPPOPHORUM CAESPITOSUM","naposta.ar",5,10,0,0,10,5,5,20.7,0.42,NA,10.705,NA,NA,NA,NA,"GRASS","PERENNIAL","GRASS"
"804","PAPPOSTIPA SPECIOSA","spvdrt.ar",1.5,1.333333333,2,1,0.333333333,-0.5,0.833333333,NA,0.6096,NA,4.202740187,0.254,NA,NA,NA,"GRASS","PERENNIAL","GRASS"
"807","PASCOPYRUM SMITHII","kinsella.ca",21,21,0,0,21,21,0,16.774,0.525,11.28,12.75359048,1.703333,0.206075395,21.32212,0.175766667,"GRAMINOID","PERENNIAL","GRASS"
"808","PASCOPYRUM SMITHII","mattheis.ca",0,1,0,0,1,0,1,16.774,0.525,11.28,12.75359048,1.703333,0.206075395,21.32212,0.175766667,"GRAMINOID","PERENNIAL","GRASS"
"809","PASCOPYRUM SMITHII","kernnu.ca",1,0,0,0,0,1,-1,16.774,0.525,11.28,12.75359048,1.703333,0.206075395,21.32212,0.175766667,"GRAMINOID","PERENNIAL","GRASS"
"810","PASCOPYRUM SMITHII","matador.ca",3.666666667,5.333333333,3.333333333,6.666666667,-1.333333333,0.333333333,-1.666666667,16.774,0.525,11.28,12.75359048,1.703333,0.206075395,21.32212,0.175766667,"GRAMINOID","PERENNIAL","GRASS"
"811","PASPALUM DILATATUM","chilcasdrt.ar",19.33333333,17.08333333,0,0,17.08333333,19.33333333,-2.25,17.4533552,0.4722,8.133333333,16.30478,0.1524,0.102,18.37,NA,"GRASS","PERENNIAL","GRASS"
"812","PASPALUM DILATATUM","sclaudio.ar",1,0,3,1,-1,-2,1,17.4533552,0.4722,8.133333333,16.30478,0.1524,0.102,18.37,NA,"GRASS","PERENNIAL","GRASS"
"813","PASPALUM NOTATUM","eea.br",0,0,16,13,-13,-16,3,NA,0.078881818,NA,16.66225212,NA,0.35,NA,NA,"GRASS","PERENNIAL","GRASS"
"814","PASPALUM PAUCIFOLIUM","eea.br",0,0,5.25,6.6,-6.6,-5.25,-1.35,NA,0.3,NA,19.08,NA,NA,NA,NA,"GRASS","PERENNIAL","GRASS"
"815","PASPALUM PLICATULUM","eea.br",0,0,4,6.6,-6.6,-4,-2.6,NA,0.665255903,NA,15.45156687,0.1016,NA,NA,NA,"GRASS","PERENNIAL","GRASS"
"816","PASPALUM QUADRIFARIUM","sclaudio.ar",20,0,20,0,0,0,0,10,2,NA,2.825,NA,NA,NA,NA,"GRASS","PERENNIAL","GRASS"
"817","PASPALUM VAGINATUM","chilcasdrt.ar",0.25,0.25,0,0,0.25,0.25,0,3.6045301,0.03048,15.6,10.41,0.1524,NA,NA,NA,"GRASS","PERENNIAL","GRASS"
"824","PHALARIS ARUNDINACEA","teshio.jp",25,12.5,40,10,2.5,-15,17.5,27.64461715,1.564054762,NA,21.45431499,0.3556,0.181670595,159.3597052,0.252341667,"GRASS","PERENNIAL","GRASS"
"825","PHLEUM ALPINUM","passogavia.it",0,0.2,0,0.3,-0.1,0,-0.1,24.71901341,0.19724,9.103855654,20.58967646,0.254,NA,73.35000002,0.25,"GRASS","PERENNIAL","GRASS"
"826","PHLEUM PRATENSE","bayrdrt.de",5,7.666666667,0,0,7.666666667,5,2.666666667,18.59699785,0.844195238,9.9,23.72403526,0.254,0.155576899,393.5587203,0.133333333,"GRASS","PERENNIAL","GRASS"
"827","PHLEUM PRATENSE","rhijn.nl",0,0,1,0,0,-1,1,18.59699785,0.844195238,9.9,23.72403526,0.254,0.155576899,393.5587203,0.133333333,"GRASS","PERENNIAL","GRASS"
"832","PHRAGMITES AUSTRALIS","teshio.jp",65,37.5,22,3,34.5,43,-8.5,25.29984195,NA,13.1,13.81737428,0.508,0.126872908,322.7959115,0.18602,"GRASS","PERENNIAL","GRASS"
"865","POA ALPINA","passogavia.it",2,3.16,1.5,4.002,-0.842,0.5,-1.342,13,0.298831111,16.9,21.51150438,0.254,NA,292.2,0.26,"GRASS","PERENNIAL","GRASS"
"866","POA ANGUSTIFOLIA","elvadrt.ee",1,1.5,1,1,0.5,0,0.5,12.95,0.48,5.764,20.11666667,NA,0.316453559,NA,0.113446154,"GRASS","PERENNIAL","GRASS"
"868","POA COMPRESSA","esw.ca",5.5,3,0,0,3,5.5,-2.5,13.678,0.2491,8.04,20.91883636,0.254,NA,54.78896667,0.53,"GRASS","PERENNIAL","GRASS"
"869","POA CUSICKII","cmss.us",10,10,0,0,10,10,0,16.7,0.349083334,NA,14.32555335,NA,0.35709192,134.2380045,0.1684,"GRASS","PERENNIAL","GRASS"
"870","POA HIEMATA","falls.au",45.83333333,41.66666667,37.5,33.33333333,8.333333333,8.333333333,-7.11e-15,13.7803809,0.6,NA,3.35531,NA,NA,NA,NA,"GRASS","PERENNIAL","GRASS"
"871","POA HOTHAMENSIS","falls.au",0.5,0,0,0,0,0.5,-0.5,18.1774119,0.9,NA,5.099444,NA,NA,NA,NA,"GRASS","PERENNIAL","GRASS"
"872","POA LANIGERA","marcdrt.ar",10,2.75,5.25,4.666666667,-1.916666667,4.75,-6.666666667,NA,NA,NA,24,NA,NA,NA,NA,"GRASS","PERENNIAL","GRASS"
"873","POA LIGULARIS","chacra.ar",5,1,3.833333333,1.5,-0.5,1.166666667,-1.666666667,22.4,1.2,10.4,6.944926731,0.7,NA,NA,NA,"GRASS","PERENNIAL","GRASS"
"874","POA PALUSTRIS","cedartrait.us",0,0,2,0,0,-2,2,NA,1.031175,NA,26.81033951,0.3048,NA,NA,NA,"GRASS","PERENNIAL","GRASS"
"875","POA PRATENSIS","kernnu.ca",10,5,0,0.5,4.5,10,-5.5,14.974,0.291,9.46,24.13531364,0.254,0.107208566,49.82696,0.196318683,"GRASS","PERENNIAL","GRASS"
"876","POA PRATENSIS","cedartrait.us",4.125,2.6,3.111111111,3.2,-0.6,1.013888889,-1.613888889,14.974,0.291,9.46,24.13531364,0.254,0.107208566,49.82696,0.196318683,"GRASS","PERENNIAL","GRASS"
"877","POA PRATENSIS","brookdale.ca",6.55,6.25,66,61,-54.75,-59.45,4.7,14.974,0.291,9.46,24.13531364,0.254,0.107208566,49.82696,0.196318683,"GRASS","PERENNIAL","GRASS"
"878","POA PRATENSIS","kinsella.ca",63,52,0,0,52,63,-11,14.974,0.291,9.46,24.13531364,0.254,0.107208566,49.82696,0.196318683,"GRASS","PERENNIAL","GRASS"
"879","POA PRATENSIS","cowidrt.ca",3.8,2.8,6.2,2.4,0.4,-2.4,2.8,14.974,0.291,9.46,24.13531364,0.254,0.107208566,49.82696,0.196318683,"GRASS","PERENNIAL","GRASS"
"880","POA PRATENSIS","matador.ca",0,0.5,0,0,0.5,0,0.5,14.974,0.291,9.46,24.13531364,0.254,0.107208566,49.82696,0.196318683,"GRASS","PERENNIAL","GRASS"
"881","POA PRATENSIS","bayrdrt.de",8.333333333,6.6,0,0,6.6,8.333333333,-1.733333333,14.974,0.291,9.46,24.13531364,0.254,0.107208566,49.82696,0.196318683,"GRASS","PERENNIAL","GRASS"
"882","POA PRATENSIS","kernb.ca",22.66666667,18.33333333,0,5.25,13.08333333,22.66666667,-9.583333333,14.974,0.291,9.46,24.13531364,0.254,0.107208566,49.82696,0.196318683,"GRASS","PERENNIAL","GRASS"
"883","POA PRATENSIS","cedarsav.us",5.4,5.6,5.857142857,6.4,-0.8,-0.457142857,-0.342857143,14.974,0.291,9.46,24.13531364,0.254,0.107208566,49.82696,0.196318683,"GRASS","PERENNIAL","GRASS"
"884","POA PRATENSIS","jenadrt.de",15,9,0,0,9,15,-6,14.974,0.291,9.46,24.13531364,0.254,0.107208566,49.82696,0.196318683,"GRASS","PERENNIAL","GRASS"
"885","POA PRATENSIS","rhijn.nl",0,0,5,4,-4,-5,1,14.974,0.291,9.46,24.13531364,0.254,0.107208566,49.82696,0.196318683,"GRASS","PERENNIAL","GRASS"
"886","POA PRATENSIS","esw.ca",0,0,0,1,-1,0,-1,14.974,0.291,9.46,24.13531364,0.254,0.107208566,49.82696,0.196318683,"GRASS","PERENNIAL","GRASS"
"887","POA PRATENSIS","validate.fr",21.8,13.8,0,0,13.8,21.8,-8,14.974,0.291,9.46,24.13531364,0.254,0.107208566,49.82696,0.196318683,"GRASS","PERENNIAL","GRASS"
"888","POA SECUNDA","octc.us",16.50442414,14.82465954,33.00967403,28.77115968,-13.94650014,-16.50524989,2.55874975,16.12,0.42672,14.54,11.51,0.254,NA,197.6,NA,"GRASS","PERENNIAL","GRASS"
"889","POA SECUNDA","oreac.us",3.5,3.5,10.5,1,2.5,-7,9.5,16.12,0.42672,14.54,11.51,0.254,NA,197.6,NA,"GRASS","PERENNIAL","GRASS"
"890","POA SECUNDA","nplatte.us",2,2,0,11,-9,2,-11,16.12,0.42672,14.54,11.51,0.254,NA,197.6,NA,"GRASS","PERENNIAL","GRASS"
"891","POA TRIVIALIS","baddrt.de",1.403333333,0.01,2,0,0.01,-0.596666667,0.606666667,34.02187304,0.640983219,31.34075583,38.18960088,0.3048,0.080269491,601.5858444,0.173758288,"GRASS","PERENNIAL","GRASS"
"892","POA TRIVIALIS","jenadrt.de",1.25,2,0,0,2,1.25,0.75,34.02187304,0.640983219,31.34075583,38.18960088,0.3048,0.080269491,601.5858444,0.173758288,"GRASS","PERENNIAL","GRASS"
"917","PSEUDOROEGNERIA SPICATA","hard.us",9,1,25,34.375,-33.375,-16,-17.375,NA,0.267,NA,23.893,NA,0.153771092,103.8213416,0.237714286,"GRASS","PERENNIAL","GRASS"
"959","RYTIDOSPERMA CAESPITOSUM","credom.au",0.625,0.5,0.75,0.5,0,-0.125,0.125,NA,0.55,NA,9.440331,0.66,NA,168.7,0.271,"GRASS","PERENNIAL","GRASS"
"960","RYTIDOSPERMA CAESPITOSUM","credoj.au",1.125,2.333333333,1,0.7,1.633333333,0.125,1.508333333,NA,0.55,NA,9.440331,0.66,NA,168.7,0.271,"GRASS","PERENNIAL","GRASS"
"961","RYTIDOSPERMA NUDIFLORUM","falls.au",1,0,2,0,0,-1,1,18.933775,0.4,NA,3.575778,NA,NA,NA,NA,"GRASS","PERENNIAL","GRASS"
"975","SCHIZACHYRIUM SCOPARIUM","purdue.us",20,0,0,0,0,20,-20,9.196,0.5145,8.51,16.698695,0.3048,0.403212551,75.67983333,0.2,"GRASS","PERENNIAL","GRASS"
