"","AccSpeciesName","Plant biomass and allometry: Root mass fraction (fraction of root dry mass per whole plant dry mass)","Fine root tissue density (fine root dry mass per fine root volume)","Root length per root dry mass (specific root length, SRL)","Root tissue density (root dry mass per root volume)"
"2306","Trigonella alba",NA,0.080425,3025,NA
"2307","Trigonella officinalis",0.3544375,0.15,NA,NA
"2308","Trilepisium madagascariense",0.153,NA,NA,NA
"2309","Triodia bitextura",NA,NA,NA,0.57
"2310","Triplaris cumingiana",NA,0.5231482925,NA,NA
"2311","Tripleurospermum caucasicum",NA,NA,13002,NA
"2312","Tripleurospermum inodorum",NA,NA,12286.8392,0.527419355
"2313","Triplochiton scleroxylon",0.1896,NA,NA,NA
"2314","Tripolium pannonicum",0.264730313293651,NA,NA,NA
"2315","Trisetum flavescens",0.2907,0.211380209,32296.558849,0.2307654854
"2316","Tristachya leucothrix",NA,NA,NA,0.62
"2317","Tristaniopsis clementis",NA,0.397625,NA,NA
"2318","Tristaniopsis elliptica",NA,0.38875,NA,NA
"2319","Triticum aestivum",0.237497857142857,NA,NA,NA
"2320","Triticum compactum",0.221666666666667,NA,NA,NA
"2321","Triticum dicoccoides",0.299833333333333,NA,NA,NA
"2322","Triticum monococcum",0.367166666666667,NA,NA,NA
"2323","Triticum timopheevii",0.295,NA,NA,NA
"2324","Triticum turgidum",0.274888888888889,NA,NA,NA
"2325","Tsuga canadensis",0.211908846,0.272,NA,NA
"2326","Tsuga dumosa",0.199,NA,NA,NA
"2327","Tsuga heterophylla",0.233,NA,NA,NA
"2328","Tsuga sieboldii",0.2135,NA,NA,NA
"2329","Ulex europaeus",0.18419693,NA,NA,NA
"2330","Ulex gallii",0.160480724,NA,NA,NA
"2331","Ulex genistoides",NA,0.747539428,NA,NA
"2332","Ulex parviflorus",NA,0.7167318595,NA,NA
"2333","Ulmus americana",0.2291068265,0.077082496,NA,NA
"2334","Ulmus glabra",0.132953965,NA,NA,NA
"2335","Ulmus minor",0.127447609,0.577706024,NA,NA
"2336","Ulmus rubra",NA,0.122,NA,NA
"2337","Ulmus sp",NA,0.109704636305556,NA,NA
"2338","Urera baccifera",0.5179950893,NA,NA,NA
"2339","Urera caracasana",0.358383803333333,NA,NA,NA
"2340","Urochloa mosambicensis",NA,NA,NA,0.4625
"2341","Urtica dioica",0.242014705882353,NA,NA,NA
"2342","Utania racemosa",0.197367717,NA,NA,NA
"2343","VACCINIUM VITIS-IDAEA",0.269473271,NA,NA,NA
"2344","Vaccinium angustifolium",NA,NA,7646.32107,NA
"2345","Vaccinium corymbosum",NA,0.25,NA,NA
"2346","Vaccinium mandarinorum",NA,0.53,NA,NA
"2347","Vaccinium myrtilloides",0.755040549,NA,5192.771084,NA
"2348","Vaccinium myrtillus",0.180404997,NA,NA,NA
"2349","Vachellia bidwellii",0.390525,NA,NA,NA
"2350","Vachellia bidwillii",0.347,NA,NA,NA
"2351","Vachellia caven",0.3702,NA,NA,NA
"2352","Vachellia erioloba",0.340475,NA,592.440961425,NA
"2353","Vachellia farnesiana",0.26141875,NA,NA,NA
"2354","Vachellia karroo",0.363,NA,NA,NA
"2355","Vachellia natalitia",0.33695,NA,NA,NA
"2356","Vachellia nilotica",0.337933333333333,NA,NA,NA
"2357","Vachellia sieberiana",0.555325,NA,NA,NA
"2358","Vachellia tortilis",0.411135714285714,NA,187.012196115,NA
"2359","Valeriana occidentalis",0.701437646666667,NA,NA,NA
"2360","Valeriana officinalis",0.2559,NA,5526.126984,0.528571429
"2361","Vatairea erythrocarpa",0.185666666666667,NA,NA,NA
"2362","Vatica maingayi",0.349666666666667,NA,NA,NA
"2363","Ventenata dubia",0.346666666666667,NA,NA,NA
"2364","Vepris nobilis",NA,0.39,NA,NA
"2365","Verbascum thapsus",0.3775,0.19,NA,NA
"2366","Verbena hastata",NA,0.13,NA,NA
"2367","Verbesina alternifolia",NA,0.312013,3029.138385,0.31797855
"2368","Vernicia fordii",0.27015,NA,NA,NA
"2369","Vernonia baldwinii",NA,0.34941,4683.57311428571,0.3121118425
"2370","Vernonia fasciculata",NA,0.11,NA,NA
"2371","Vernonia noveboracensis",NA,NA,1312.963300425,NA
"2372","Veronica canescens",NA,0.0333,17246.8484109583,0.0571606506041667
"2373","Veronica chamaedrys",NA,NA,36368.022246,0.167944553012987
"2374","Veronica epacridea",0.274256263,NA,3862.60625705556,NA
"2375","Veronica franciscana_x",0.2045760945,NA,NA,NA
"2376","Veronica gentianoides",NA,NA,4011.000002,NA
"2377","Veronica officinalis",NA,NA,25416.72009,0.225471698
"2378","Veronica persica",NA,0.08,NA,NA
"2379","Veronica scutellata",0.1461,NA,NA,NA
"2380","Veronica serpyllifolia",NA,NA,83354.18291,0.229166667
"2381","Veronicastrum virginicum",NA,0.11,NA,NA
"2382","Viburnum dentatum",NA,0.541280148666667,NA,NA
"2383","Viburnum lantana",0.260104885416667,NA,NA,NA
"2384","Viburnum opulus",0.326447166777778,NA,NA,NA
"2385","Viburnum sp",NA,0.1203123635,NA,NA
"2386","Viburnum tinus",0.253644861166667,0.635587092,NA,NA
"2387","Vicia americana",NA,0.163035714,NA,NA
"2388","Vicia angustifolia",NA,NA,6047.073255,0.430769231
"2389","Vicia cracca",0.52734,0.1491,3959.8250612,0.205
"2390","Vicia faba",0.2808,NA,NA,NA
"2391","Vicia graminea",NA,0.07,NA,NA
"2392","Vicia hirsuta",NA,NA,8790.712843,0.3375
"2393","Vicia hybrida",NA,0.15,NA,NA
"2394","Vicia magellanica",NA,0.07,NA,NA
"2395","Vicia sativa",0.241,NA,NA,NA
"2396","Vicia sepium",0.491866666666667,NA,NA,NA
"2397","Vicia tenuifolia",NA,0.2096,NA,NA
"2398","Vicia unijuga",NA,NA,313.0100177,NA
"2399","Vicia venosa",NA,0.194444444,NA,NA
"2400","Vicia villosa",0.4725,0.12,NA,NA
"2401","Vigna radiata",0.1105,NA,NA,NA
"2402","Vigna unguiculata",0.272,NA,NA,NA
"2403","Viola adunca",NA,0.357352941,NA,NA
"2404","Viola altaica",NA,NA,21166.00002,NA
"2405","Viola persicifolia",0.25205,NA,NA,NA
"2406","Viola praemorsa",0.511816907666667,NA,NA,0.247814540666667
"2407","Viola sororia",0.3225575915,NA,NA,NA
"2408","Vitex lucens",NA,0.115647679583333,NA,NA
"2409","Vitis riparia",NA,0.166381618833333,NA,NA
"2410","Vitis vinifera",0.1602,0.46471757,NA,NA
"2411","Vulpia geniculata",0.35,NA,NA,NA
"2412","Vulpia microstachys",NA,NA,49622.65033,NA
"2413","Vulpia myuros",NA,0.044,NA,NA
"2414","Vulpia octoflora",NA,0.243529,43735.23058,0.243529486
"2415","Wahlenbergia albomarginata",NA,0.188792102333333,880.640259766667,0.188792102333333
"2416","Washingtonia robusta",0.216571428571429,NA,NA,NA
"2417","Weinmannia blumei",NA,0.33325,NA,NA
"2418","Weinmannia racemosa",NA,0.362582526785714,NA,NA
"2419","Weinmannia silvicola",NA,0.2268727487,NA,NA
"2420","Weinmannia trichosperma",0.243333333333333,NA,NA,NA
"2421","Wendlandia uvariifolia",NA,0.43,NA,NA
"2422","Whiteochloa multiciliata",NA,NA,NA,0.635
"2423","Withania frutescens",NA,0.461331482,NA,NA
"2424","Xanthisma spinulosum",NA,0.106666667,NA,NA
"2425","Xanthium strumarium",0.431428571428571,0.160897,4307.63886333333,0.160897036666667
"2426","Xanthophyllum tenue",NA,0.28625,NA,NA
"2427","Zantedeschia pentlandii",0.217142857142857,NA,NA,NA
"2428","Zanthoxylum avicennae",NA,NA,423.831696157143,0.384490791619048
"2429","Zanthoxylum monogynum",0.2710828046,NA,NA,NA
"2430","Zea mays",0.289055555555556,NA,NA,NA
"2431","Zenia insignis",0.1497,NA,NA,NA
"2432","Zinnia peruviana",NA,0.136,NA,NA
"2433","Zizia aurea",NA,0.13068575,9926.44333,0.13274336
"2434","marram sp",NA,NA,NA,0.65
"2435","unknown",0.23975,4.87371402334483,3616.80659097416,0.446966692754469
