"","AccSpeciesName","Plant biomass and allometry: Root mass fraction (fraction of root dry mass per whole plant dry mass)","Fine root tissue density (fine root dry mass per fine root volume)","Root length per root dry mass (specific root length, SRL)","Root tissue density (root dry mass per root volume)"
"934","Eupatorium maculatum",NA,NA,2060.04773715833,NA
"935","Eupatorium perfoliatum",NA,NA,5127,NA
"936","Eupatorium purpureum",NA,0.216778,6792.00710285714,0.21677844
"937","Euphorbia corollata",NA,0.35,2589.92118,0.35
"938","Euphorbia cyparissias",NA,NA,15945.18657,0.295652174
"939","Euphorbia dentata",NA,0.278388,10312.864,0.25337838
"940","Euphorbia esula",0.297,NA,NA,NA
"941","Euphorbia marginata",NA,0.105272,11069.36978,0.105272435
"942","Euphorbia nutans",NA,0.336004,11883.3505,0.2662963
"943","Euphrasia ossica",NA,NA,37447.99998,NA
"944","Eurya ciliata",NA,NA,383.957278678,0.6157177834
"945","Eurybia macrophylla",NA,NA,3414.0677965,NA
"946","Eustachys retusa",NA,0.159,NA,NA
"947","Euterpe precatoria",0.241666666666667,NA,NA,NA
"948","Eutrochium maculatum",0.322135714285714,NA,NA,NA
"949","Fagus crenata",0.180352941176471,NA,NA,NA
"950","Fagus grandifolia",0.13935,0.254157170423077,NA,NA
"951","Fagus sylvatica",0.180873779410112,0.365339560883562,NA,NA
"952","Fallopia convolvulus",NA,0.1,NA,NA
"953","Festuca arundinacea",0.326,0.210653817,11666.61741,0.34204947
"954","Festuca brunnescens",NA,NA,6510.988018,NA
"955","Festuca christianii-bernardii",NA,0.1165,NA,NA
"956","Festuca filiformis",NA,NA,NA,0.32
"957","Festuca hallii",NA,0.499767239,NA,NA
"958","Festuca nigrescens",NA,NA,18883.95382,0.471014493
"959","Festuca novae-zealandiae",NA,0.204529108565217,4745.73629196843,0.264280467162432
"960","Festuca ovina",0.329432142857143,0.18,11811.5689682,0.3324473685
"961","Festuca pamirica",NA,0.18,NA,NA
"962","Festuca paniculata",NA,NA,8893.82,NA
"963","Festuca rubra",0.212966899388889,0.190815184,26687.0341491,0.2994943529
"964","Festuca sp",NA,NA,NA,0.488
"965","Festuca subverticillata",NA,0.269359,17738.148912,0.269359186
"966","Festuca varia",NA,NA,16017.99998,NA
"967","Ficus benghalensis",NA,0.520120773,NA,NA
"968","Ficus benjamina",0.269675,NA,NA,NA
"969","Ficus boliviana",0.45311644,NA,NA,NA
"970","Ficus carica",0.2665,0.556481025,NA,NA
"971","Ficus formosana",NA,NA,1058.3676038,0.6085366962
"972","Ficus hirta",NA,NA,918.960826466923,0.701232178538462
"973","Ficus insipida",0.341125,NA,NA,NA
"974","Ficus obtusifolia",0.361,NA,NA,NA
"975","Ficus retusa",0.30775,NA,NA,NA
"976","Ficus sp",0.289009669,NA,NA,NA
"977","Ficus stolonifera",0.068718804,NA,NA,NA
"978","Ficus variolosa",NA,0.32,NA,NA
"979","Ficus vasculosa",NA,NA,1222.25682076923,0.422392258038462
"980","Filipendula ulmaria",0.27075,NA,5734.47628866667,0.346420321666667
"981","Finschia chloroxantha",NA,0.297767543,NA,NA
"982","Firmiana simplex",0.34225,NA,NA,NA
"983","Fitzroya cupressoides",0.292666666666667,NA,NA,NA
"984","Flaveria bidentis",0.231333333333333,NA,NA,NA
"985","Flaveria trinervia",0.3175,NA,NA,NA
"986","Flindersia brayleyana",0.279538461538462,NA,NA,NA
"987","Flindersia schottiana",0.323333333333333,NA,NA,NA
"988","Fokienia hodginsii",0.188618518518519,NA,NA,NA
"989","Fouquieria splendens",NA,NA,4489.3334657,NA
"990","Fragaria vesca",0.542333333333333,NA,31224.41806,0.351086957
"991","Fragaria virginiana",0.496216216,NA,NA,NA
"992","Frangula alnus",0.247810099333333,NA,NA,NA
"993","Fraxinus americana",0.266730176,0.174689955751773,NA,NA
"994","Fraxinus angustifolia",0.270458175666667,0.355371312,NA,NA
"995","Fraxinus excelsior",0.343125499380952,0.352,NA,NA
"996","Fraxinus mandshurica",0.22,0.124180085,NA,NA
"997","Fraxinus nigra",0.129839969,0.207605164222222,NA,NA
"998","Fraxinus ornus",0.242466666666667,NA,NA,NA
"999","Fraxinus pennsylvanica",0.12605,NA,NA,NA
"1000","Fraxinus uhdei",0.256666666666667,NA,NA,NA
"1001","Fuchsia excorticata",NA,0.132950602714286,NA,NA
"1002","Fuscospora cliffortioides",NA,0.2703779735,NA,NA
"1003","Fuscospora fusca",0.434,0.265871459428571,NA,NA
"1004","Fuscospora solandri",NA,0.2429221466,NA,NA
"1005","Fuscospora truncata",0.127,0.3,NA,NA
"1006","Gahnia procera",NA,0.19,NA,NA
"1007","Gahnia xanthocarpa",NA,0.1,NA,NA
"1008","Galearia maingayi",NA,0.754903846,NA,NA
"1009","Galinsoga parviflora",0.21035,NA,NA,NA
"1010","Galium album",NA,NA,34442.45048,0.411428571
"1011","Galium aparine",0.22416205595,NA,36475.407732,0.342307692
"1012","Galium boreale",NA,0.315984509,NA,NA
"1013","Galium mollugo",NA,NA,43553.166183,0.221750146
"1014","Galium palustre",0.36645,NA,NA,NA
"1015","Galium uliginosum",0.2776,NA,NA,NA
"1016","Galium verum",0.2347,NA,23015.885646,0.223146770084507
"1017","Gallesia integrifolia",0.29341024115,NA,NA,NA
"1018","Garcinia acuminata",0.413333333333333,NA,NA,NA
"1019","Garcinia cowa",NA,0.47,NA,NA
"1020","Garcinia intermedia",0.296666666666667,NA,NA,NA
"1021","Garcinia mangostana_x",0.1662,NA,NA,NA
"1022","Garcinia oblongifolia",NA,0.28,NA,NA
"1023","Gardenia jasminoides",0.2148,NA,NA,NA
"1024","Gaultheria procumbens",NA,NA,6658.2386365,NA
"1025","Gaultheria shallon",0.1882,NA,NA,NA
"1026","Genipa americana",0.311,NA,NA,NA
"1027","Genista hirsuta",NA,0.682507055,NA,NA
"1028","Genista tinctoria",NA,NA,3920.953858,0.488888889
"1029","Genista triacanthos",NA,0.713133948,NA,NA
"1030","Gentiana andrewsii",NA,0.11,NA,NA
"1031","Gentiana pyrenaica",NA,NA,16928.00002,NA
"1032","Geonoma cuneata",0.081,NA,NA,NA
"1033","Geranium dissectum",NA,NA,20760.12196,0.382010582
"1034","Geranium gymnocaulon",NA,NA,2979.000001,NA
"1035","Geranium molle",0.2362,NA,28990.24475,0.329104478
"1036","Geranium nepalense",NA,NA,607.4162301,NA
"1037","Geranium pratense",NA,NA,5828.32899896667,0.444433735
"1038","Geranium pusillum",NA,NA,19202.38007,0.417391304
"1039","Geranium pyrenaicum",NA,NA,17035.41445,0.462285714
"1040","Geranium robertianum",NA,NA,21568.93445,0.295121951
"1041","Geranium rotundifolium",NA,0.124,NA,NA
"1042","Geranium sylvaticum",NA,NA,3620.69613708333,0.6969130849
"1043","Geum fragarioides",NA,NA,9365.555555,NA
"1044","Geum rivale",0.2153,NA,11809.331108,NA
"1045","Geum rivali",0.240055658,NA,NA,NA
"1046","Geum rossii",0.812778066,NA,NA,NA
"1047","Geum urbanum",0.193231704442029,NA,17322.45204,0.471270718
"1048","Ginkgo biloba",0.1274576785,0.081749419,NA,NA
"1049","Gironniera subaequalis",NA,0.52,NA,NA
"1050","Glaux maritima",0.1552443375,NA,NA,NA
"1051","Glechoma hederacea",0.2112,NA,32496.321902,0.142945765
"1052","Gleditsia triacanthos",0.518135,0.13430669,NA,NA
"1053","Gleichenia microphylla",NA,0.39,NA,NA
"1054","Gliricidia sepium",0.509,NA,NA,NA
"1055","Globularia alypum",0.2128537055,NA,NA,NA
"1056","Glossostigma elatinoides",NA,0.165591398,5863.3341612,0.12285621295
"1057","Glyceria canadensis",0.22955,NA,NA,NA
"1058","Glyceria fluitans",0.3157,NA,NA,NA
"1059","Glycine max",0.217189285714286,NA,1362.12730572094,NA
"1060","Gmelina arborea",0.193333333333333,NA,NA,NA
"1061","Gmelina leichardtii",0.386666666666667,NA,NA,NA
"1062","Gnaphalium supinum",NA,NA,30739,NA
"1063","Gompholobium latifolium",0.196666666666667,NA,NA,NA
"1064","Goniothalamus griffithii",NA,NA,138.2465057,0.196944443
"1065","Gonocarpus micranthus",NA,0.173584906,2717.76087,0.173584906
"1066","Gonystylus bancanus",0.341,NA,NA,NA
"1067","Gossypium barbadense",0.188666666666667,NA,NA,NA
"1068","Gossypium hirsutum",0.212322222222222,NA,NA,NA
"1069","Grevillea pteridifolia",0.3412625,NA,NA,NA
"1070","Grevillea robusta",0.2128,NA,NA,NA
"1071","Grevillea striata",0.22,NA,NA,NA
"1072","Grindelia chiloensis",0.152,NA,NA,NA
"1073","Griselinia littoralis",NA,0.126546349142857,NA,NA
"1074","Guaiacum sanctum",NA,0.532222222,NA,NA
"1075","Guazuma ulmifolia",0.302,NA,NA,NA
"1076","Guibourtia chodatiana",0.2729750525,NA,NA,NA
"1077","Guioa acutifolia",0.307333333333333,NA,NA,NA
"1078","Gutierrezia microcephala",NA,NA,32158.2486244444,NA
"1079","Gutierrezia sarothrae",NA,0.225,NA,NA
"1080","Gymnosporia arbutifolia",NA,0.33,NA,NA
"1081","Gymnosporia senegalensis",0.417525,NA,NA,NA
"1082","Gynura sp",0.139,NA,NA,NA
"1083","Hakea ceratophylla",0.225,0.064,NA,NA
"1084","Hakea cyclocarpa",0.15475,0.056,NA,NA
"1085","Hakea dactyloides",0.21,NA,NA,NA
"1086","Hakea falcata",0.208,NA,NA,NA
"1087","Hakea gibbosa",0.1075,NA,NA,NA
"1088","Hakea linearis",0.36475,0.085,NA,NA
"1089","Hakea lissocarpha",0.2025,0.06,NA,NA
"1090","Hakea oldfieldii",0.24775,0.048,NA,NA
"1091","Hakea sulcata",0.2215,NA,NA,NA
"1092","Hakea tuberculata",0.27175,0.06,NA,NA
"1093","Hakea varia",0.2525,0.07,NA,NA
"1094","Halesia tetraptera",NA,0.094269734,NA,NA
"1095","Halimium calycinum",NA,0.812703922,NA,NA
"1096","Halimium halimifolium",NA,0.861854952,NA,NA
"1097","Halocarpus biformis",NA,0.3028232335,NA,NA
"1098","Halocarpus kirkii",NA,0.221290684333333,NA,NA
"1099","Haloxylon ammodendron",0.619,NA,NA,NA
"1100","Hamamelis virginiana",NA,0.165736619416667,NA,NA
"1101","Hamelia patens",NA,0.143859532,NA,NA
"1102","Handroanthus chrysanthus",0.4045,0.2864365375,NA,NA
"1103","Handroanthus guayacan",NA,0.1757887355,NA,NA
"1104","Handroanthus impetiginosus",0.5879515258,NA,NA,NA
"1105","Harpochloa falx",NA,NA,NA,0.48
"1106","Hebe pinguafolia",0.285342824666667,NA,1953.14957082222,NA
"1107","Hedeoma hispida",NA,0.15,NA,NA
"1108","Hedera helix",0.194501574530303,0.308041315,NA,NA
"1109","Hedycarya arborea",NA,0.110744464227273,NA,NA
"1110","Hedysarum caucasicum",NA,NA,4928,NA
"1111","Helianthemum almeriense",NA,0.762354248,NA,NA
"1112","Helianthemum hirtum",0.124583781,0.824491871,NA,NA
"1113","Helianthemum nummularium",0.107503227,NA,NA,NA
"1114","Helianthemum oelandicum",NA,0.286853508,NA,NA
"1115","Helianthemum ovatum",NA,0.150558788,NA,NA
"1116","Helianthemum squamatum",0.1963516835,NA,NA,NA
"1117","Helianthemum syriacum",NA,0.724657411,NA,NA
"1118","Helianthus annuus",0.1595,0.185054,9898.07127875,0.1850543975
"1119","Helianthus giganteus",NA,0.13,NA,NA
"1120","Helianthus pauciflorus",NA,0.19,NA,NA
"1121","Helianthus petiolaris",0.0405,0.262488,10759.847885,0.26248849
"1122","Helianthus salicifolius",NA,0.265783,6199.73926666667,0.265782515
"1123","Helianthus tuberosus",NA,0.253886,3829.7096625,0.25388589
"1124","Helichrysum filicaule",NA,0.162745098,12165.21687,0.162745098
"1125","Helichrysum italicum",NA,0.97859569,NA,NA
"1126","Helichrysum stoechas",NA,0.652701216,NA,NA
"1127","Helicia formosana",NA,0.72,NA,NA
"1128","Helictotrichon pratense",NA,NA,8598.480816,0.669747899
"1129","Helictotrichon pubescens",NA,NA,24805.3504375,0.240602749380282
"1130","Helictotrichon versicolor",NA,NA,7765.999999,NA
"1131","Heliocarpus americanus",0.175509565555556,NA,NA,NA
"1132","Heliocarpus appendiculatus",0.257,NA,NA,NA
"1133","Heliocarpus pallidus",0.281,NA,NA,NA
"1134","Heliopsis helianthoides",NA,0.14770625,5861.3565725,0.17082528875
"1135","Hemarthria altissima",0.143,NA,NA,NA
"1136","Henriettea squamulosa",0.187,NA,NA,NA
"1137","Heracleum sphondylium",NA,NA,16550.8858964,0.2735
"1138","Heritiera actinophylla",0.226,NA,NA,NA
"1139","Heritiera trifoliolata",0.300285714285714,NA,NA,NA
"1140","Heritiera utilis",0.3128,NA,NA,NA
"1141","Herpolirion novae-zelandiae",NA,NA,1568.69953675,0.202987491
"1142","Hesperalbizia occidentalis",0.408,NA,NA,NA
"1143","Hesperocyparis lusitanica",0.152333333333333,NA,NA,NA
"1144","Heteropogon contortus",0.30648,NA,NA,0.62
"1145","Heteropogon triticeus",NA,NA,NA,0.611111111111111
"1146","Heteropterys laurifolia",0.342,NA,NA,NA
"1147","Heuchera richardsonii",NA,0.35,NA,NA
"1148","Hevea brasiliensis",0.179181818181818,NA,NA,NA
"1149","Hibiscus cannabinus",0.2046,NA,NA,NA
"1150","Hibiscus rosa-sinensis",0.0795,NA,NA,NA
"1151","Hieracium lepidulum",0.437669398,NA,3531.28094311111,NA
"1152","Hieracium scabrum",0.367233333333333,NA,NA,NA
"1153","Hieronyma alchorneoides",0.203,NA,NA,NA
"1154","Himatanthus sucuuba",0.36175,NA,NA,NA
"1155","Hintonia latiflora",0.2695,NA,NA,NA
"1156","Hippocrepis sp",NA,0.445482598,NA,NA
"1157","Hippophae rhamnoides",0.220082179346154,NA,NA,NA
"1158","Hirtella rugosa",0.146333333333333,NA,NA,NA
"1159","Hirtella triandra",0.279468250625,NA,NA,NA
"1160","Hoheria lyallii",NA,0.121961037571429,NA,NA
"1161","Hoheria sexstylosa",NA,0.0917328855,NA,NA
"1162","Holcus lanatus",0.370115471845238,0.204186016666667,21788.486478,0.248951354383333
"1163","Homalanthus populneus",0.538290916,NA,NA,NA
"1164","Hopea griffithii",0.317,NA,NA,NA
"1165","Hopea helferi",0.31525,NA,NA,NA
"1166","Hopea odorata",0.371888888888889,NA,NA,NA
"1167","Hordeum jubatum",0.383428571428571,0.271481,15131.4399008333,0.277054913333333
"1168","Hordeum marinum",NA,0.178,NA,NA
"1169","Hordeum murinum",0.34972,NA,NA,NA
"1170","Hordeum pusillum",NA,0.278984,15715.7937925,0.27898403875
"1171","Hordeum secalinum",0.32485,0.242,NA,NA
"1172","Hordeum sp",NA,NA,24738.7434166667,0.236747361666667
"1173","Hordeum spontaneum",0.461111111111111,NA,NA,NA
"1174","Hordeum vulgare",0.2018375,NA,NA,NA
"1175","Hovea acutifolia",0.16,NA,NA,NA
"1176","Humulus lupulus",0.3455,NA,12051.6666666667,NA
"1177","Hura crepitans",0.297023840166667,NA,NA,NA
"1178","Hydrocotyle sulcata",NA,0.0596,11035.0602275,0.0946999762
"1179","Hylodesmum podocarpum",NA,NA,143.9968127,NA
"1180","Hymenaea courbaril",0.241146790555556,NA,NA,NA
"1181","Hymenoxys richardsonii",NA,0.232222222,NA,NA
"1182","Hyparrhenia filipendula",NA,NA,NA,0.66
"1183","Hyparrhenia hirta",NA,NA,NA,0.55
"1184","Hyparrhenia rufa",NA,0.214110582,NA,NA
"1185","Hyparrhenia sp",NA,NA,NA,0.49
"1186","Hypericum perforatum",0.3428,NA,14172,NA
"1187","Hyperthelia dissoluta",NA,NA,NA,0.65
"1188","Hypobathrum racemosum",NA,0.5371741295,NA,NA
"1189","Hypochaeris glabra",0.24,NA,NA,NA
"1190","Hypochaeris radicata",0.268201848222222,NA,14074.1340436944,0.1408955516
"1191","Hypochoeris argentina",NA,0.142,NA,NA
"1192","Ilex aquifolium",0.210041764,NA,NA,NA
"1193","Ilex dipyrena",0.152,NA,NA,NA
"1194","Ilex opaca",NA,0.10664781,NA,NA
"1195","Ilex pedunculosa",NA,0.396277743,NA,NA
"1196","Ilex verticillata",NA,0.101984127,NA,NA
"1197","Illicium henryi",0.2774,NA,NA,NA
"1198","Impatiens parviflora",0.308612903225806,NA,NA,NA
"1199","Imperata cylindrica",0.0733333333333333,NA,NA,NA
"1200","Indigofera silvestrii",NA,NA,257.579515,NA
"1201","Indigofera szechuensis",NA,NA,243.142043,NA
"1202","Inga edulis",0.162,NA,NA,NA
"1203","Inga laurina",0.1795,NA,NA,NA
"1204","Inula conyza",NA,0.074,NA,NA
"1205","Ipomoea cairica",0.12,NA,NA,NA
"1206","Ipomoea pes-caprae",0.1,NA,NA,NA
"1207","Ipomoea wolcottiana",0.3715,NA,NA,NA
"1208","Iris versicolor",0.435,0.14,NA,NA
"1209","Ischaemum afrum",0.3593,NA,NA,NA
"1210","Itea chinensis",NA,0.54,NA,NA
"1211","Ivesia gordonii",0.558567119,NA,NA,0.269960761
"1212","Ixora ferrea",0.213,NA,NA,NA
"1213","Jacaranda mimosifolia",0.252,NA,NA,NA
"1214","Jacaratia sp",0.68429952575,NA,NA,NA
"1215","Jacaratia spinosa",0.1972148205,NA,NA,NA
"1216","Jacobaea erucifolia",NA,NA,17475.1875,0.4
"1217","Jacquemontia gracillima",NA,NA,4553,NA
"1218","Jasminum fruticans",NA,0.44130439,NA,NA
"1219","Jasminum humile",NA,NA,237.7930837,NA
"1220","Jatropha curcas",0.1292,NA,NA,NA
"1221","Juglans mandshurica",NA,0.173365266,NA,NA
"1222","Juglans nigra",NA,0.385319074,50,NA
"1223","Juglans regia",0.27304529,NA,NA,NA
"1224","Julbernardia globiflora",0.5751125,NA,NA,NA
"1225","Juncus acutus",0.269,NA,NA,NA
"1226","Juncus articulatus",NA,0.132219037533333,9229.7409076,0.212589777755556
"1227","Juncus bufonius",NA,NA,29238.95145,0.44
"1228","Juncus conglomeratus",NA,0.210556925333333,3397.72026216667,0.210556925333333
"1229","Juncus effusus",0.503566666666667,0.20289025825,4250.61678868182,0.20289025825
"1230","Juncus gerardii",NA,0.502,NA,NA
"1231","Juncus inflexus",NA,NA,15443.13206,0.460714286
"1232","Juniperus communis",0.2376,NA,NA,NA
"1233","Juniperus occidentalis",0.415,NA,NA,NA
"1234","Juniperus phoenicea",NA,0.625121324,NA,NA
"1235","Juniperus procera",0.2916,NA,NA,NA
"1236","Juniperus przewalskii",0.26105,NA,NA,NA
"1237","Juniperus squamata",0.456,NA,NA,NA
"1238","Juniperus thurifera",0.25175,NA,NA,NA
"1239","Kalmia angustifolia",NA,NA,6589.6464645,NA
"1240","Keckiella antirrhinoides",NA,NA,21528.87151,NA
"1241","Keteleeria davidiana",0.1745,NA,NA,NA
"1242","Khaya anthotheca",NA,NA,1024.061274225,NA
"1243","Khaya grandifoliola",NA,NA,1199.24615015,NA
"1244","Khaya senegalensis",0.205,NA,710.095142775,NA
"1245","Kielmeyera coriacea",0.65,NA,NA,NA
"1246","Knautia arvensis",NA,NA,14478.8048982424,0.2315
"1247","Knightia excelsa",NA,0.197126325,NA,NA
"1248","Koeleria kurtzii",NA,0.29,NA,NA
"1249","Koeleria macrantha",0.5076,0.40550893375,21725.072301875,0.43671328275
"1250","Koeleria pyramidata",NA,0.2314749725,18563.72927,0.4613063065
"1251","Koeleria sp",NA,NA,NA,0.673333333333333
"1252","Koeleria vallesiana",NA,0.151857188666667,NA,NA
"1253","Koelreuteria paniculata",NA,0.062441092,NA,NA
"1254","Krameria erecta",0.36,NA,NA,NA
"1255","Krameria grayi",0.27,NA,2319.94946364286,NA
"1256","Krascheninnikovia ceratoides",NA,0.340208334,NA,NA
"1257","Kunzea ericoides",NA,0.125977077666667,NA,NA
"1258","LYCHNIS FLOS-CUCULI",0.28515,NA,13798.83333,NA
"1259","Laburnum anagyroides",0.238409453,NA,NA,NA
"1260","Lactuca canadensis",NA,0.228378,3743.97427,0.2283775825
"1261","Lactuca ludoviciana",NA,0.265867,2843.58979,0.26586707
"1262","Lactuca sativa",0.173333333333333,NA,NA,NA
"1263","Lactuca tatarica",NA,0.213227444,NA,NA
"1264","Laetia procera",0.1395,NA,NA,NA
"1265","Lafoensia punicifolia",0.121,NA,NA,NA
"1266","Laguncularia racemosa",0.343333333333333,NA,NA,NA
"1267","Lamium album",NA,NA,11987.45669,0.346534653
"1268","Lapsana communis",NA,NA,18853.87813,0.378947368
"1269","Larix czekanowskii",0.499875,NA,NA,NA
"1270","Larix decidua",0.186708705142857,0.2425,NA,NA
"1271","Larix gmelinii",0.228060975609756,0.261871021,168.27660135,0.3042859445
"1272","Larix kaempferi",0.220092452830189,NA,NA,NA
"1273","Larix laricina",0.155424099666667,NA,NA,NA
"1274","Larix mastersiana",0.1613,NA,NA,NA
"1275","Larix sibirica",0.207918918918919,NA,NA,NA
"1276","Larrea tridentata",0.238,NA,3334.3687653,NA
"1277","Lasthenia californica",NA,NA,30377.37621,NA
"1278","Lathyrus dielsianus",NA,NA,288.229622,NA
"1279","Lathyrus pratensis",0.419766666666667,NA,3853.27217985,0.1418333334
"1280","Lathyrus venosus",NA,0.194444444,NA,NA
"1281","Launaea arborescens",NA,0.457593628,NA,NA
"1282","Laurelia novae-zelandiae",NA,0.1125801304,NA,NA
"1283","Laureliopsis philippiana",0.319666666666667,NA,NA,NA
"1284","Laurus nobilis",0.256006454,NA,NA,NA
"1285","Lavandula angustifolia",0.151523805,NA,NA,NA
"1286","Lavandula latifolia",0.226834348,NA,NA,NA
"1287","Lavandula multifida",NA,0.744211348,NA,NA
"1288","Lavandula stoechas",NA,0.8120909345,NA,NA
"1289","Layia platyglossa",NA,NA,20566.05635,NA
"1290","Ledum palustre subsp. groenlandicum",NA,NA,5012.9257575,NA
"1291","Leersia oryzoides",0.4265,NA,6705.69127022222,NA
"1292","Leontodon hispidus",0.393214893,NA,15239.4946147083,0.203027077466667
"1293","Leontodon rhagadioloides",0.26,NA,NA,NA
"1294","Lepidium densiflorum",NA,0.50036575025,30858.095,0.356286093333333
"1295","Lepidium sp",NA,NA,34113.247725,0.44463548
"1296","Lepidium virginicum",NA,0.554235,18663.54975,0.49700886625
"1297","Lepidothamnus colensoi",NA,0.19,NA,NA
"1298","Lepidothamnus intermedius",NA,0.37,NA,NA
"1299","Leplaea cedrata",0.4346,NA,NA,NA
"1300","Leptecophylla juniperina",NA,0.71,NA,NA
"1301","Leptinella maniototo",NA,0.0429,9366.941823125,0.0519662909375
"1302","Leptochloa fusca",NA,NA,NA,0.7
"1303","Leptospermum laevigatum",0.38,NA,NA,NA
"1304","Leptospermum scoparium",NA,0.221289954291667,NA,NA
"1305","Lespedeza capitata",0.2285,0.18700225,4751.33181666667,0.2451017675
"1306","Lespedeza violacea",NA,0.288051,5184.98197428571,0.292394801428571
"1307","Leucaena leucocephala",0.3664375,NA,NA,NA
"1308","Leucanthemum ircutianum",NA,NA,5424.857645,0.61
"1309","Leucanthemum vulgare",0.35745,NA,18478.9337041333,0.215620793733333
"1310","Leymus mollis",0.337,NA,NA,NA
"1311","Liatris aspera",0.213,0.10765675,14406.1276333333,0.190626563333333
"1312","Liatris mucronata",NA,0.286399,9239.24940833333,0.245484542857143
"1313","Liatris punctata",NA,0.167531,11880.7750166667,0.16753096
"1314","Liatris pycnostachya",NA,0.137348,12691.0762275,0.13734772
"1315","Libidibia coriaria",0.3405,NA,NA,NA
"1316","Libidibia sclerocarpa",0.3995,NA,NA,NA
"1317","Licaria triandra",0.2672737959,NA,NA,NA
"1318","Ligustrum vulgare",0.287933455,NA,NA,NA
"1319","Lilaeopsis ruthiana",NA,0.044,4878.01452221936,0.0546494667903226
"1320","Limonium vulgare",0.2530961375,NA,NA,NA
"1321","Linaria vulgaris",NA,NA,12065.92943,0.521818182
"1322","Lindera benzoin",NA,0.187938493666667,NA,NA
"1323","Lindera communis",0.1786,NA,NA,NA
"1324","Lindera kwangtungensis",NA,NA,672.291727166667,0.420793972857143
"1325","Lindera nacusua",NA,NA,156.067252675833,0.507700459583333
"1326","Lindera robusta",NA,NA,606.940456713333,0.377762816266667
"1327","Linnaea borealis",NA,NA,11162.087915,NA
"1328","Linum lewisii",NA,0.285714286,NA,NA
"1329","Linum suffruticosum",0.163497253,NA,NA,NA
"1330","Linum usitatissimum",0.102,NA,NA,NA
"1331","Lipandra polysperma",NA,NA,9039,NA
"1332","Liquidambar formosana",0.241181818181818,NA,NA,NA
"1333","Liquidambar gracilipes",0.244833333333333,NA,NA,NA
"1334","Liquidambar styraciflua",0.500736157194444,0.147906644,250,NA
"1335","Liriodendron chinense",0.2257,0.19,NA,NA
"1336","Liriodendron tulipifera",0.4415,0.18089792,NA,NA
"1337","Lithocarpus amygdalifolius",NA,NA,426.37429482125,0.63002730915625
"1338","Lithocarpus chiungchungensis",NA,0.43,NA,NA
"1339","Lithocarpus clementianus",NA,0.292,NA,NA
"1340","Lithocarpus confertus",NA,0.349,NA,NA
"1341","Lithocarpus fenestratus",NA,NA,521.84277362,0.5821928159
"1342","Lithocarpus fenzelianus",NA,NA,217.43942916875,0.598906940083333
"1343","Lithocarpus glaber",0.125,NA,NA,NA
"1344","Lithocarpus hancei",NA,NA,434.329590963333,0.497778902666667
"1345","Lithocarpus handelianus",NA,NA,144.92979547,0.589805505
"1346","Lithocarpus howii",NA,NA,343.0908953,0.791035416833333
"1347","Lithocarpus lampadarius",NA,0.328375,NA,NA
"1348","Lithocarpus longipedicellatus",NA,NA,360.297994426154,0.621188589269231
"1349","Lithocarpus pseudovestitus",NA,NA,407.009409070625,0.60270677065625
"1350","Lithocarpus rigidus",NA,0.35775,NA,NA
"1351","Lithocarpus sp",0.148,NA,NA,NA
"1352","Lithocarpus xylocarpus",0.282,NA,NA,NA
"1353","Litsea baviensis",NA,0.13,376.453652023333,0.302638414583333
"1354","Litsea calicaris",NA,0.1077,NA,NA
"1355","Litsea cubeba",NA,0.42,NA,NA
"1356","Litsea ochracea",NA,0.226,NA,NA
"1357","Litsea variabilis",NA,NA,601.919184933333,0.38554289125
"1358","Litsea verticillata",NA,0.35,443.244428976923,0.5269599425
"1359","Lobelia cardinalis",0.250083333333333,NA,6416.06482090909,NA
"1360","Lobelia macrodon",0.224335545666667,NA,3155.0353395,NA
"1361","Lobelia perpusilla",NA,NA,8394.03682948438,0.0596607805806452
"1362","Lolium arundinaceum",NA,0.24,NA,NA
"1363","Lolium muhlenbergia",NA,NA,11417.131336125,NA
"1364","Lolium multiflorum",0.225,0.03,NA,NA
"1365","Lolium perenne",0.328483,0.186794228,21673.8243966061,0.28196591407027
"1366","Lolium pratense",NA,NA,NA,0.0876875783846154
"1367","Lolium rigidum",0.310883333333333,NA,NA,NA
"1368","Lolium temulentum",0.228,NA,NA,NA
"1369","Lomaria discolor",NA,0.3,NA,NA
"1370","Lonchocarpus heptaphyllus",0.171333333333333,NA,NA,NA
"1371","Lonicera implexa",0.2084112535,NA,NA,NA
"1372","Lonicera involucrata",0.511735022,NA,NA,NA
"1373","Lonicera japonica",0.2281,NA,NA,NA
"1374","Lonicera maackii",0.331333333333333,0.789312306666667,NA,NA
"1375","Lonicera periclymenum",0.202483425,NA,NA,NA
"1376","Lonicera sempervirens",0.1509,NA,NA,NA
"1377","Lonicera xylosteum",0.242466666666667,NA,NA,NA
"1378","Lophira alata",0.2684,NA,NA,NA
"1379","Lophostemon confertus",0.333333333333333,NA,NA,NA
"1380","Lophozonia cunninghamii",0.3185,NA,NA,NA
"1381","Lophozonia menziesii",NA,0.334942495285714,NA,NA
"1382","Lotus corniculatus",0.23646452595,0.0845666666666667,7717.16353235333,0.2445872095
"1383","Lotus pedunculatus",0.25985,NA,NA,NA
"1384","Loudetia simplex",NA,NA,NA,0.64
"1385","Ludwigia alternifolia",NA,NA,6313.99503577778,NA
"1386","Luehea seemannii",0.154333333333333,NA,NA,NA
