"","site_code","Taxon","cover.change","leafN.mg.g","height.m","rootN.mg.g","SLA_m2.kg","root.depth_m","rootDiam.mm","SRL.groot.cahill.merge","RTD.groot.cahill.merge","RMF.g.g","local_lifespan","local_lifeform","functional_group"
"1","jilpanger.au","ACAENA ECHINATA",-3.5,NA,0.3384125,NA,13.19,NA,NA,NA,NA,NA,"PERENNIAL","FORB","FORB"
"2","paike.ar","ACAENA POEPPIGIANA",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PERENNIAL","FORB","FORB"
"3","ukulingadrt.za","ACALYPHA ANGUSTATA",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PERENNIAL","FORB","FORB"
"4","matador.ca","ACHILLEA MILLEFOLIUM",0.75,16.44,0.1575,8.489473684,30.38,0.2032,0.738525,116.0295267,0.210703923,0.553384646,"PERENNIAL","FORB","FORB"
"5","oreac.us","ACHILLEA MILLEFOLIUM",3.333333332,16.44,0.1575,8.489473684,30.38,0.2032,0.738525,116.0295267,0.210703923,0.553384646,"PERENNIAL","FORB","FORB"
"6","cedartrait.us","ACHILLEA MILLEFOLIUM",2.5,16.44,0.1575,8.489473684,30.38,0.2032,0.738525,116.0295267,0.210703923,0.553384646,"PERENNIAL","FORB","FORB"
"7","allmendo.ch","ACHILLEA MILLEFOLIUM",-1.125,16.44,0.1575,8.489473684,30.38,0.2032,0.738525,116.0295267,0.210703923,0.553384646,"PERENNIAL","FORB","FORB"
"8","allmendb.ch","ACHILLEA MILLEFOLIUM",-1.125,16.44,0.1575,8.489473684,30.38,0.2032,0.738525,116.0295267,0.210703923,0.553384646,"PERENNIAL","FORB","FORB"
"9","kernb.ca","ACHILLEA MILLEFOLIUM",0.333333334,16.44,0.1575,8.489473684,30.38,0.2032,0.738525,116.0295267,0.210703923,0.553384646,"PERENNIAL","FORB","FORB"
"10","elvadrt.ee","ACHILLEA MILLEFOLIUM",6,16.44,0.1575,8.489473684,30.38,0.2032,0.738525,116.0295267,0.210703923,0.553384646,"PERENNIAL","FORB","FORB"
"11","brookdale.ca","ACHILLEA MILLEFOLIUM",0.5,16.44,0.1575,8.489473684,30.38,0.2032,0.738525,116.0295267,0.210703923,0.553384646,"PERENNIAL","FORB","FORB"
"12","hard.us","ACHILLEA MILLEFOLIUM",-5.25,16.44,0.1575,8.489473684,30.38,0.2032,0.738525,116.0295267,0.210703923,0.553384646,"PERENNIAL","FORB","FORB"
"13","cmss.us","ACHILLEA MILLEFOLIUM",-22,16.44,0.1575,8.489473684,30.38,0.2032,0.738525,116.0295267,0.210703923,0.553384646,"PERENNIAL","FORB","FORB"
"14","sclaudio.ar","ACMELLA DECUMBENS",-1.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PERENNIAL","FORB","FORB"
"15","marcdrt.ar","ACMELLA DECUMBENS",0.333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PERENNIAL","FORB","FORB"
"16","oreac.us","ACMISPON AMERICANUS",0.25,NA,NA,NA,18.35535977,NA,0.481,91.1,0.061,0.516,"ANNUAL","FORB","LEGUME"
"17","capwhite.us","ACMISPON MARITIMUS",-0.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ANNUAL","LEGUME","LEGUME"
"18","cowidrt.ca","ACMISPON PARVIFLORUS",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ANNUAL","FORB","LEGUME"
"19","gmgranite.us","ACMISPON STRIGOSUS",1.380952381,29.9,0.0756,NA,21.8,NA,0.454,93.7,0.067,0.522,"ANNUAL","FORB","LEGUME"
"20","gmmolar.us","ACMISPON STRIGOSUS",0.645238096,29.9,0.0756,NA,21.8,NA,0.454,93.7,0.067,0.522,"ANNUAL","FORB","LEGUME"
"21","jrnchi.us","ACOURTIA NANA",-2.0048392,18.76667,NA,NA,NA,NA,NA,NA,NA,NA,"PERENNIAL","FORB","FORB"
"22","cobar.au","ACTINOBOLE ULIGINOSUM",0,NA,0.015,NA,18.51241452,NA,NA,NA,NA,NA,"ANNUAL","FORB","FORB"
"23","brokenh.au","ACTINOBOLE ULIGINOSUM",1.333333333,NA,0.015,NA,18.51241452,NA,NA,NA,NA,NA,"ANNUAL","FORB","FORB"
"24","ukulingadrt.za","AFROASTER HISPIDA",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PERENNIAL","FORB","FORB"
"25","matador.ca","AGOSERIS GLAUCA",0,17.2,0.2844,11.68,19.43598453,0.1524,NA,56.33396667,NA,0.477367848,"PERENNIAL","FORB","FORB"
"26","lygraint.no","AGROSTIS CANINA",0,20.86288625,0.4223,9.3,31.98710699,0.254,0.15,NA,NA,0.34295,"PERENNIAL","GRASS","GRASS"
"27","lygraint.no","AGROSTIS CAPILLARIS",1,27.65006595,0.393022873,8.907142857,44.73267142,0.3048,0.128571429,141.2639378,0.153459029,0.425077037,"PERENNIAL","GRASS","GRASS"
"28","rhijn.nl","AGROSTIS GIGANTEA",2,16.68362333,0.935333333,NA,26.28771712,0.3556,NA,NA,NA,0.387208633,"PERENNIAL","GRASS","GRASS"
"29","paike.ar","AGROSTIS INCONSPICUA",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PERENNIAL","GRASS","GRASS"
"30","marcdrt.ar","AGROSTIS MONTEVIDENSIS",-7.5,NA,0.229358974,NA,12,NA,NA,NA,NA,NA,"PERENNIAL","FORB","GRASS"
"31","passogavia.it","AGROSTIS RUPESTRIS",-0.06,16.9302,0.035,NA,15.5,NA,NA,NA,NA,NA,"PERENNIAL","GRASS","GRASS"
"32","cedartrait.us","AGROSTIS SCABRA",0.833333333,31.62,0.274,9.366666667,17.29816561,0.3048,0.21,122.5050657,0.2,NA,"PERENNIAL","GRASS","GRASS"
"33","kernb.ca","AGROSTIS SCABRA",-0.5,31.62,0.274,9.366666667,17.29816561,0.3048,0.21,122.5050657,0.2,NA,"PERENNIAL","GRAMINOID","GRASS"
"34","mattheis.ca","AGROSTIS SCABRA",-1.5,31.62,0.274,9.366666667,17.29816561,0.3048,0.21,122.5050657,0.2,NA,"PERENNIAL","GRASS","GRASS"
"35","cedartrait.us","AGROSTIS STOLONIFERA",2.666666667,31.5111841,0.385,4.9,16.89577067,0.3048,0.1,11.32952711,0.239,0.363783369,"PERENNIAL","GRASS","GRASS"
"36","elvadrt.ee","AGROSTIS STOLONIFERA",0,31.5111841,0.385,4.9,16.89577067,0.3048,0.1,11.32952711,0.239,0.363783369,"PERENNIAL","GRASS","GRASS"
"37","jilpanger.au","AIRA ELEGANTISSIMA",0.125,NA,0.29175,NA,25.83835367,0.066,0.228,760.85,NA,0.185924967,"ANNUAL","GRASS","GRASS"
"38","passogavia.it","ALCHEMILLA PENTAPHYLLEA",2.8,37.4,0.07,NA,21,NA,NA,NA,NA,NA,"PERENNIAL","FORB","FORB"
"39","kiskun.hu","ALKANNA TINCTORIA",1.833333334,11.2,0.4,NA,31.44654088,NA,NA,NA,NA,NA,"PERENNIAL","FORB","FORB"
"40","cerrillos.ar","ALLIONIA INCARNATA",0.31,NA,0.04,NA,17.44222169,0.37,NA,10.31,NA,NA,"PERENNIAL","FORB","FORB"
"41","oreaa.us","ALLIUM ACUMINATUM",1.5,19.3,0.3048,NA,8.45,0.1524,1.64,NA,NA,NA,"PERENNIAL","FORB","FORB"
"42","rhijn.nl","ALLIUM VINEALE",0,NA,0.5375,NA,16.97482573,0.7,NA,NA,NA,0.3951,"PERENNIAL","FORB","FORB"
"43","brokenh.au","ALTERNANTHERA SESSILIS",0.5,20,0.3,9.62,13.2,NA,0.292,46.03,0.324,NA,"ANNUAL","FORB","FORB"
"44","nplatte.us","ALYSSUM DESERTORUM",0,NA,0.1,NA,27.17578947,NA,NA,NA,NA,NA,"ANNUAL","FORB","FORB"
"45","cedarsav.us","AMBROSIA ARTEMISIIFOLIA",-6.5,23.1,0.226,15.077975,21.40066874,1.22,0.36,135,0.08,NA,"ANNUAL","FORB","FORB"
"46","capmcd.us","AMBROSIA DELTOIDEA",0,44.19,0.4,NA,2.617596281,1.085,NA,NA,NA,NA,"ANNUAL","FORB","FORB"
"47","capwhite.us","AMBROSIA DELTOIDEA",0,44.19,0.4,NA,2.617596281,1.085,NA,NA,NA,NA,"ANNUAL","FORB","FORB"
"48","cedarsav.us","AMBROSIA PSILOSTACHYA",-4.833333333,26.3,0.359666667,12.898947,18.22,0.99,0.443566667,72.86941615,0.373588,NA,"PERENNIAL","FORB","FORB"
"49","konzadrt.us","AMBROSIA PSILOSTACHYA",-16.2,26.3,0.359666667,12.898947,18.22,0.99,0.443566667,72.86941615,0.373588,NA,"PERENNIAL","FORB","FORB"
"50","marcdrt.ar","AMBROSIA TENUIFOLIA",11.66666667,28.1,0.533333333,NA,11.245,NA,NA,NA,NA,NA,"PERENNIAL","FORB","FORB"
"51","cedartrait.us","AMORPHA CANESCENS",0.666666667,21.77,0.446,27.18327333,13.80561828,0.508,0.194,6.160976759,0.585778,0.340163729,"PERENNIAL","FORB","LEGUME"
"52","cedarsav.us","AMORPHA CANESCENS",4.583333334,21.77,0.446,27.18327333,13.80561828,0.508,0.194,6.160976759,0.585778,0.340163729,"PERENNIAL","FORB","LEGUME"
"53","gmgranite.us","AMSINCKIA TESSELLATA",-0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ANNUAL","FORB","FORB"
"54","gmmolar.us","AMSINCKIA TESSELLATA",-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ANNUAL","FORB","FORB"
"55","nnss.us","AMSINCKIA TESSELLATA",-2.14144696,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ANNUAL","FORB","FORB"
"56","scruzh.us","ANAGALLIS ARVENSIS",3.490905725,25.24965,0.187,NA,28.54781609,0.315,NA,74.80456747,NA,NA,"ANNUAL","FORB","FORB"
"57","cedartrait.us","ANDROPOGON GERARDII",-2.6,15.9,0.125,14.4,35.4,0.508,0.704,60.09709758,0.27992125,0.467881279,"PERENNIAL","GRASS","GRASS"
"58","brookdale.ca","ANDROPOGON GERARDII",10.56944444,15.9,0.125,14.4,35.4,0.508,0.704,60.09709758,0.27992125,0.467881279,"PERENNIAL","GRASS","GRASS"
"59","cedarsav.us","ANDROPOGON GERARDII",-10.42619047,15.9,0.125,14.4,35.4,0.508,0.704,60.09709758,0.27992125,0.467881279,"PERENNIAL","GRASS","GRASS"
"60","purdue.us","ANDROPOGON GERARDII",7.91666667,15.9,0.125,14.4,35.4,0.508,0.704,60.09709758,0.27992125,0.467881279,"PERENNIAL","GRASS","GRASS"
"61","konzadrt.us","ANDROPOGON GERARDII",5.8,15.9,0.125,14.4,35.4,0.508,0.704,60.09709758,0.27992125,0.467881279,"PERENNIAL","GRASS","GRASS"
"62","kernb.ca","ANDROSACE SEPTENTRIONALIS",0,19.5,0.009,12.29704857,21.53583333,0.1,NA,155.7514351,0.556349207,NA,"ANNUAL","FORB","FORB"
"63","mattheis.ca","ANDROSACE SEPTENTRIONALIS",0,19.5,0.009,12.29704857,21.53583333,0.1,NA,155.7514351,0.556349207,NA,"ANNUAL","FORB","FORB"
"64","brookdale.ca","ANEMONASTRUM CANADENSE",-1.784722223,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PERENNIAL","FORB","FORB"
"65","cedarsav.us","ANEMONE CYLINDRICA",1,19.3307814,0.31,15.7,16.50792287,NA,0.36,11.27767343,0.700029683,0.39625,"PERENNIAL","FORB","FORB"
"66","lygraint.no","ANTHOXANTHUM ODORATUM",-1,20.45846429,0.775214286,8.005555556,29.66344918,0.155,0.111111111,344.3025853,0.114313918,0.534301054,"PERENNIAL","GRASS","GRASS"
"67","rhijn.nl","ANTHOXANTHUM ODORATUM",-8.75,20.45846429,0.775214286,8.005555556,29.66344918,0.155,0.111111111,344.3025853,0.114313918,0.534301054,"PERENNIAL","GRASS","GRASS"
"68","cowidrt.ca","ANTHOXANTHUM ODORATUM",1.366666667,20.45846429,0.775214286,8.005555556,29.66344918,0.155,0.111111111,344.3025853,0.114313918,0.534301054,"PERENNIAL","GRASS","GRASS"
"69","elvadrt.ee","ANTHOXANTHUM ODORATUM",-5.833333333,20.45846429,0.775214286,8.005555556,29.66344918,0.155,0.111111111,344.3025853,0.114313918,0.534301054,"PERENNIAL","GRASS","GRASS"
"70","teshio.jp","ANTHOXANTHUM ODORATUM",-2.01666667,20.45846429,0.775214286,8.005555556,29.66344918,0.155,0.111111111,344.3025853,0.114313918,0.534301054,"PERENNIAL","GRASS","GRASS"
"71","allmendo.ch","ANTHYLLIS VULNERARIA",-0.541666667,32.33118574,0.2845,19.6042,18.11730025,1.7,0.144333333,149.3012403,0.0549,0.332563131,"PERENNIAL","FORB","LEGUME"
"72","baddrt.de","APERA SPICA-VENTI",-0.620833333,NA,0.775,NA,19.13333333,0.66,NA,NA,NA,0.346243367,"ANNUAL","GRASS","GRASS"
"73","jilpanger.au","APHELIA PUMILIO",-0.5,NA,0.03,NA,NA,NA,NA,NA,NA,NA,"ANNUAL","FORB","FORB"
"74","kiskun.hu","ARENARIA SERPYLLIFOLIA",0.505,17.48,0.075,13.275,23.7,0.21,0.207422972,627.505,0.067,0.183673469,"ANNUAL","FORB","FORB"
"75","cobar.au","ARISTIDA CONTORTA",2,NA,0.3,NA,9.37,NA,NA,NA,NA,NA,"BOTH","GRASS","GRASS"
"76","ethadb.au","ARISTIDA HOLATHERA",-10.25,8.4875,0.7,2.975,5.62,NA,0.375,NA,NA,NA,"ANNUAL","GRASS","GRASS"
"77","cerrillos.ar","ARISTIDA MENDOCINA",4.47666667,23.9,0.47,NA,12.66,NA,NA,NA,NA,NA,"PERENNIAL","GRASS","GRASS"
"78","jrnchi.us","ARISTIDA PURPUREA",1.0691693,14.9,0.086,6.528089643,35.63,1.315133333,0.7061,26.65175783,0.327164,0.366204139,"PERENNIAL","GRASS","GRASS"
"79","cdpt_drt.us","ARISTIDA PURPUREA",-6.666666667,14.9,0.086,6.528089643,35.63,1.315133333,0.7061,26.65175783,0.327164,0.366204139,"PERENNIAL","GRASS","GRASS"
"80","sand.us","ARISTIDA STRICTA",-9,NA,1.18872,NA,5.943,0.1524,NA,NA,NA,NA,"PERENNIAL","GRASS","GRASS"
"81","paike.ar","ARMERIA MARITIMA",0,17,0.308106667,9.3,13.41474,0.254,0.221876923,NA,NA,NA,"PERENNIAL","FORB","FORB"
"82","rhijn.nl","ARRHENATHERUM ELATIUS",17.16666666,25.84,0.4715,8.902914385,29.67,0.3556,0.3197,190.1954961,0.153268837,0.590536924,"PERENNIAL","GRASS","GRASS"
"83","kiskun.hu","ARTEMISIA CAMPESTRIS",-1,28.42,0.637875,9.064339995,13.34316615,1.22,NA,52.76693918,NA,0.547920434,"PERENNIAL","FORB","FORB"
"84","konzadrt.us","ARTEMISIA LUDOVICIANA",-1,19.24454545,0.146666667,11.625,27.64,0.2032,0.679725,11.98698158,0.20378902,0.24225099,"PERENNIAL","FORB","FORB"
"85","kernnu.ca","ARTEMISIA LUDOVICIANA",1.25,19.24454545,0.146666667,11.625,27.64,0.2032,0.679725,11.98698158,0.20378902,0.24225099,"PERENNIAL","FORB","FORB"
"86","cedarsav.us","ARTEMISIA LUDOVICIANA",-1.4,19.24454545,0.146666667,11.625,27.64,0.2032,0.679725,11.98698158,0.20378902,0.24225099,"PERENNIAL","FORB","FORB"
"87","brookdale.ca","ARTEMISIA LUDOVICIANA",3.533333333,19.24454545,0.146666667,11.625,27.64,0.2032,0.679725,11.98698158,0.20378902,0.24225099,"PERENNIAL","FORB","FORB"
"88","kernb.ca","ARTEMISIA LUDOVICIANA",-9.5,19.24454545,0.146666667,11.625,27.64,0.2032,0.679725,11.98698158,0.20378902,0.24225099,"PERENNIAL","FORB","FORB"
"89","elvadrt.ee","ARTEMISIA VULGARIS",-2,44.63333333,1.439387862,NA,21.44697757,NA,0.241066667,270.1683965,0.103788328,0.373838899,"PERENNIAL","FORB","FORB"
"90","cedartrait.us","ASCLEPIAS TUBEROSA",-2,26.19666667,0.4575,19.260113,25.51287911,0.4064,0.5,36.66666667,0.22,0.53,"PERENNIAL","FORB","FORB"
"91","konzadrt.us","ASCLEPIAS VIRIDIS",1.966666667,30.71,0.456,NA,11.45383188,NA,0.36446,41.57111916,0.320747,0.511032351,"PERENNIAL","FORB","FORB"
"92","allmendb.ch","ASPERULA CYNANCHICA",0,15,0.284375,NA,27.91666667,0.93,NA,NA,NA,NA,"PERENNIAL","FORB","FORB"
"93","allmendo.ch","ASPERULA CYNANCHICA",0.958333333,15,0.284375,NA,27.91666667,0.93,NA,NA,NA,NA,"PERENNIAL","FORB","FORB"
"94","falls.au","ASPERULA GUNNII",-0.5,11.66072727,0.316,NA,21.01661896,NA,NA,NA,NA,NA,"PERENNIAL","FORB","FORB"
"95","cmss.us","ASTRAGALUS MISER",-12.33333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PERENNIAL","FORB","LEGUME"
"96","capwhite.us","ASTRAGALUS NUTTALLIANUS",-0.25,NA,NA,NA,20.29476228,0.13,NA,NA,NA,NA,"ANNUAL","LEGUME","LEGUME"
"97","capmcd.us","ASTRAGALUS NUTTALLIANUS",-0.25,NA,NA,NA,20.29476228,0.13,NA,NA,NA,NA,"ANNUAL","LEGUME","LEGUME"
"98","milparinka.au","ASTREBLA LAPPACEA",7.5,NA,0.65,NA,11.27071875,NA,0.25146667,NA,NA,NA,"PERENNIAL","GRASS","GRASS"
"99","milparinka.au","ASTREBLA PECTINATA",-6,NA,0.63,NA,11.34143293,NA,NA,NA,NA,NA,"PERENNIAL","GRASS","GRASS"
"100","scruzh.us","AVENA BARBATA",-2.8965751,17,0.389,NA,25.46342593,0.5,0.746666667,NA,0.07,0.467209767,"ANNUAL","GRASS","GRASS"
"101","naposta.ar","AVENA BARBATA",5,17,0.389,NA,25.46342593,0.5,0.746666667,NA,0.07,0.467209767,"ANNUAL","GRASS","GRASS"
"102","scruzl.us","AVENA BARBATA",6.147066233,17,0.389,NA,25.46342593,0.5,0.746666667,NA,0.07,0.467209767,"ANNUAL","GRASS","GRASS"
"103","scruzm.us","AVENA BARBATA",-4.41239014,17,0.389,NA,25.46342593,0.5,0.746666667,NA,0.07,0.467209767,"ANNUAL","GRASS","GRASS"
"104","lygraold.no","AVENELLA FLEXUOSA",20.33333333,NA,0.44,NA,61.28,0.75,NA,NA,NA,NA,"PERENNIAL","GRASS","GRASS"
"105","yarradrt.au","AXONOPUS FISSIFOLIUS",-3.925,11.3,0.07836831,NA,16.32,NA,NA,NA,NA,NA,"PERENNIAL","GRASS","GRASS"
"106","paike.ar","AZORELLA FUEGIANA",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PERENNIAL","FORB","FORB"
"107","paike.ar","AZORELLA MONANTHA",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PERENNIAL","FORB","FORB"
"108","chacra.ar","BACCHARIS GILLIESII",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PERENNIAL","FORB","FORB"
"109","chacra.ar","BACCHARIS TENELLA",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PERENNIAL","FORB","FORB"
"110","chacra.ar","BACCHARIS ULICINA",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PERENNIAL","FORB","FORB"
"111","kiskun.hu","BASSIA LANIFLORA",0.83,NA,0.25,NA,7.806666667,NA,NA,NA,NA,NA,"ANNUAL","FORB","FORB"
"112","jilpanger.au","BLENNOSPORA DRUMMONDII",0,NA,0.072126038,NA,18.69517424,NA,NA,NA,NA,NA,"ANNUAL","FORB","FORB"
"113","oreaa.us","BLEPHARIPAPPUS SCABER",-0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ANNUAL","FORB","FORB"
"114","marcdrt.ar","BOTHRIOCHLOA LAGUROIDES",1,17.433,NA,NA,18.83239,NA,NA,NA,NA,NA,"PERENNIAL","GRASS","GRASS"
"115","cerrillos.ar","BOUTELOUA ARISTIDOIDES",21.245,15.9,0.04,NA,12.89,0.3,0.265,103.65,NA,NA,"ANNUAL","GRASS","GRASS"
"116","cedartrait.us","BOUTELOUA CURTIPENDULA",0,16.6,0.2475,13.6452491,36.44,0.3048,0.597475,108.473243,0.311237007,0.388111111,"PERENNIAL","GRASS","GRASS"
"117","konzadrt.us","BOUTELOUA CURTIPENDULA",-2,16.6,0.2475,13.6452491,36.44,0.3048,0.597475,108.473243,0.311237007,0.388111111,"PERENNIAL","GRASS","GRASS"
"118","cedartrait.us","BOUTELOUA GRACILIS",8.5,16.1,0.136666667,5.7625,33.85,0.135,0.5731,25.86916574,0.426463814,0.33053001,"PERENNIAL","GRASS","GRASS"
"119","cdpt_drt.us","BOUTELOUA GRACILIS",-1.16666667,16.1,0.136666667,5.7625,33.85,0.135,0.5731,25.86916574,0.426463814,0.33053001,"PERENNIAL","GRASS","GRASS"
"120","mattheis.ca","BOUTELOUA GRACILIS",-1.6,16.1,0.136666667,5.7625,33.85,0.135,0.5731,25.86916574,0.426463814,0.33053001,"PERENNIAL","GRASS","GRASS"
"121","nplatte.us","BOUTELOUA GRACILIS",24.72857143,16.1,0.136666667,5.7625,33.85,0.135,0.5731,25.86916574,0.426463814,0.33053001,"PERENNIAL","GRASS","GRASS"
"122","scruzh.us","BRACHYPODIUM DISTACHYON",40.5343693,18.016125,0.1005,NA,31.34417431,0.5,NA,NA,0.073220833,0.36375,"ANNUAL","FORB","GRASS"
"123","scruzm.us","BRACHYPODIUM DISTACHYON",1.22176715,18.016125,0.1005,NA,31.34417431,0.5,NA,NA,0.073220833,0.36375,"ANNUAL","FORB","GRASS"
"124","allmendo.ch","BRACHYPODIUM PINNATUM",2.916666667,18.10766667,0.540866667,7.10106212,23.44096448,0.1,0.22129993,207.6695041,0.29,0.45742541,"PERENNIAL","GRASS","GRASS"
"125","allmendb.ch","BRACHYPODIUM PINNATUM",-3.33333333,18.10766667,0.540866667,7.10106212,23.44096448,0.1,0.22129993,207.6695041,0.29,0.45742541,"PERENNIAL","GRASS","GRASS"
"126","jilpanger.au","BRACHYSCOME PERPUSILLA",-0.4,NA,0.082953562,NA,39.64922689,NA,NA,NA,NA,NA,"ANNUAL","FORB","FORB"
"127","scruzm.us","BRIZA MAXIMA",-1.745775967,10.2,0.6096,NA,68.9,0.254,0.57,NA,NA,NA,"ANNUAL","FORB","GRASS"
"128","scruzh.us","BRIZA MAXIMA",2.02302122,10.2,0.6096,NA,68.9,0.254,0.57,NA,NA,NA,"ANNUAL","FORB","GRASS"
"129","allmendo.ch","BRIZA MEDIA",-0.416666666,19.10016667,0.41946,2.042559524,21.30606114,0.52,0.171363333,288.6987236,0.179667951,0.470096477,"PERENNIAL","GRASS","GRASS"
"130","allmendb.ch","BRIZA MEDIA",-0.833333334,19.10016667,0.41946,2.042559524,21.30606114,0.52,0.171363333,288.6987236,0.179667951,0.470096477,"PERENNIAL","GRASS","GRASS"
"131","elvadrt.ee","BRIZA MEDIA",1e-08,19.10016667,0.41946,2.042559524,21.30606114,0.52,0.171363333,288.6987236,0.179667951,0.470096477,"PERENNIAL","GRASS","GRASS"
"132","marcdrt.ar","BRIZA MINOR",-2.5,17.3,0.4,NA,40.56251869,NA,0.284,NA,0.008390413,0.450356114,"ANNUAL","GRASS","GRASS"
"133","cowidrt.ca","BROMUS CARINATUS",0,25.72839682,0.176,5.14,21.99023979,0.2032,0.315,96.20199367,0.135077867,0.454425295,"PERENNIAL","GRASS","GRASS"
"134","marcdrt.ar","BROMUS CATHARTICUS",13.91666666,39.6088,0.9572,4.9,35,0.3048,0.30525,129.3385704,0.113,0.28,"ANNUAL","GRASS","GRASS"
"135","naposta.ar","BROMUS CATHARTICUS",-18.33333334,39.6088,0.9572,4.9,35,0.3048,0.30525,129.3385704,0.113,0.28,"ANNUAL","GRASS","GRASS"
"136","scruzm.us","BROMUS DIANDRUS",4.791909,28.72502857,0.677571429,NA,39,NA,NA,179.5244125,0.064833597,0.566488452,"ANNUAL","GRASS","GRASS"
"137","scruzl.us","BROMUS DIANDRUS",-29.7966494,28.72502857,0.677571429,NA,39,NA,NA,179.5244125,0.064833597,0.566488452,"ANNUAL","GRASS","GRASS"
"138","allmendo.ch","BROMUS ERECTUS",-6.41666666,18.81892435,0.717333333,7.243150315,20.26018543,0.894,0.273789089,157.1212818,0.160875,0.478609045,"PERENNIAL","GRASS","GRASS"
"139","allmendb.ch","BROMUS ERECTUS",-3.41666667,18.81892435,0.717333333,7.243150315,20.26018543,0.894,0.273789089,157.1212818,0.160875,0.478609045,"PERENNIAL","GRASS","GRASS"
"140","baddrt.de","BROMUS HORDEACEUS",-1.09,25.57289667,0.6899,10.2,27.4569232,0.254,0.2,471.2364007,0.137083333,0.391482632,"ANNUAL","GRASS","GRASS"
"141","scruzh.us","BROMUS HORDEACEUS",-1.27374145,25.57289667,0.6899,10.2,27.4569232,0.254,0.2,471.2364007,0.137083333,0.391482632,"ANNUAL","GRASS","GRASS"
"142","scruzl.us","BROMUS HORDEACEUS",-1.0204082,25.57289667,0.6899,10.2,27.4569232,0.254,0.2,471.2364007,0.137083333,0.391482632,"ANNUAL","GRASS","GRASS"
"143","brookdale.ca","BROMUS INERMIS",-1.033333333,23.12,0.15,6.56875,46.32,0.3048,0.6827,28.58549426,0.324438565,0.559941695,"PERENNIAL","GRASS","GRASS"
"144","cdpt_drt.us","BROMUS JAPONICUS",6.5,20.9,0.2825,NA,39.52,1.5,0.5409,NA,NA,NA,"ANNUAL","GRASS","GRASS"
"145","oreaa.us","BROMUS JAPONICUS",-1.625,20.9,0.2825,NA,39.52,1.5,0.5409,NA,NA,NA,"ANNUAL","GRASS","GRASS"
"146","oreac.us","BROMUS JAPONICUS",-32.7,20.9,0.2825,NA,39.52,1.5,0.5409,NA,NA,NA,"ANNUAL","GRASS","GRASS"
"147","nnss.us","BROMUS RUBENS",-2.661304941,28.76869872,0.39624,NA,18.71337185,0.2032,NA,NA,NA,NA,"ANNUAL","GRASS","GRASS"
"148","gmmolar.us","BROMUS RUBENS",0.15952381,28.76869872,0.39624,NA,18.71337185,0.2032,NA,NA,NA,NA,"ANNUAL","GRASS","GRASS"
"149","gmgranite.us","BROMUS RUBENS",0.5,28.76869872,0.39624,NA,18.71337185,0.2032,NA,NA,NA,NA,"ANNUAL","GRASS","GRASS"
"150","capmcd.us","BROMUS RUBENS",0,28.76869872,0.39624,NA,18.71337185,0.2032,NA,NA,NA,NA,"ANNUAL","GRASS","GRASS"
"151","cowidrt.ca","BROMUS STERILIS",0.833333333,27.9,0.658333333,NA,33.24166981,1.5,NA,NA,NA,0.485139699,"ANNUAL","GRASS","GRASS"
"152","baddrt.de","BROMUS STERILIS",2.8975,27.9,0.658333333,NA,33.24166981,1.5,NA,NA,NA,0.485139699,"ANNUAL","GRASS","GRASS"
"153","nnss.us","BROMUS TECTORUM",-3.683842713,24.529,0.2175,7.4375,44.63,0.90288,0.5728,57.42164697,0.471744504,0.425,"ANNUAL","GRASS","GRASS"
"154","nplatte.us","BROMUS TECTORUM",-19.32380952,24.529,0.2175,7.4375,44.63,0.90288,0.5728,57.42164697,0.471744504,0.425,"ANNUAL","GRASS","GRASS"
"155","hard.us","BROMUS TECTORUM",3,24.529,0.2175,7.4375,44.63,0.90288,0.5728,57.42164697,0.471744504,0.425,"ANNUAL","GRASS","GRASS"
"156","cobar.au","BULBINE BULBOSA",0,NA,0.4,NA,33.38,NA,NA,NA,NA,NA,"PERENNIAL","FORB","FORB"
"157","teshio.jp","CALAMAGROSTIS EPIGEIOS",4.96666667,17.90617136,1.392886364,6.6,16.40941485,0.55,NA,57.46375,NA,0.215,"PERENNIAL","GRASS","GRASS"
"158","cedarsav.us","CALAMOVILFA LONGIFOLIA",0,13.59,1.3716,5.2246,10.96892152,0.508,0.48,33,0.18,NA,"PERENNIAL","GRASS","GRASS"
